chrom,start,stop,factor,0,strand
4,1030373,1030386,ABF1,2,+
4,1032410,1032420,UME6,2,+
4,1052365,1052375,STB5,2,+
4,1055022,1055035,ABF1,2,-
4,1055997,1056005,CBF1,2,+
4,1056116,1056123,MBP1,2,+
4,1056222,1056229,MBP1,2,-
4,1062922,1062931,CIN5,2,+
4,1075697,1075703,PHO2,2,+
4,1075774,1075780,PHO2,2,-
4,1075476,1075493,SNF1,2,-
4,1080578,1080584,SWI6,2,-
4,1080324,1080330,SWI6,2,-
4,1080617,1080623,SWI6,2,+
4,1080815,1080821,SWI6,2,+
4,1080690,1080696,SWI6,2,-
4,1080413,1080419,SWI6,2,-
4,1080578,1080585,MBP1,2,+
4,1080832,1080838,DIG1,2,-
4,1080328,1080334,DIG1,2,-
4,1080429,1080435,DIG1,2,+
4,1080371,1080377,DIG1,2,+
4,1080469,1080475,DIG1,2,+
4,1080919,1080925,DIG1,2,+
4,1081075,1081081,DIG1,2,+
4,1080377,1080383,DIG1,2,+
4,1080250,1080256,DIG1,2,+
4,1080547,1080554,TEC1,2,-
4,1080599,1080606,TEC1,2,-
4,1080323,1080329,PHD1,2,-
4,1080618,1080624,PHD1,2,+
4,1080795,1080801,PHD1,2,+
4,1080484,1080490,PHD1,2,-
4,1080470,1080476,PHD1,2,+
4,1080328,1080335,STE12,2,-
4,1080428,1080435,STE12,2,+
4,1080468,1080475,STE12,2,+
4,1080439,1080446,STE12,2,+
4,1080832,1080839,STE12,2,-
4,1080996,1081003,STE12,2,+
4,1080326,1080333,SOK2,2,-
4,1080483,1080490,SOK2,2,-
4,1080618,1080625,SOK2,2,+
4,1080326,1080333,SWI4,2,-
4,1080444,1080451,SWI4,2,-
4,1080707,1080714,SWI4,2,-
4,1080812,1080819,SWI4,2,+
4,1080609,1080617,SKN7,2,+
4,1080571,1080579,SKN7,2,+
4,1080827,1080837,RLM1,2,-
4,1080473,1080480,XBP1,2,+
4,1084636,1084643,STE12,2,-
4,1084433,1084442,SUM1,2,+
4,1084711,1084720,CHA4,2,+
4,1087416,1087429,ABF1,2,-
4,1087055,1087061,DIG1,2,+
4,1087218,1087224,DIG1,2,-
4,1087229,1087235,DIG1,2,-
4,1087054,1087061,STE12,2,+
4,1087181,1087188,STE12,2,-
4,1087218,1087225,STE12,2,-
4,1087229,1087236,STE12,2,-
4,1090255,1090263,REB1,2,-
4,1110442,1110451,SUM1,2,+
4,1112429,1112436,HAP4,2,-
4,1125218,1125231,ABF1,2,-
4,1126168,1126176,REB1,2,+
4,1147295,1147304,YAP7,2,+
4,1149565,1149574,CIN5,2,+
4,1150633,1150646,ABF1,2,+
4,1184494,1184502,GCN4,2,-
4,1196417,1196430,ABF1,2,+
4,1201982,1201995,ABF1,2,-
4,1202009,1202019,RPN4,2,-
4,1222292,1222299,CST6,2,+
4,1228374,1228381,HAP4,2,-
4,1228374,1228381,HAP2,2,-
4,1229968,1229974,DIG1,2,-
4,1229932,1229938,DIG1,2,+
4,1230149,1230155,DIG1,2,-
4,1242606,1242611,HAP5,2,+
4,1242789,1242802,ABF1,2,+
4,1257008,1257025,SNF1,2,-
4,1261497,1261507,RPN4,2,-
4,1266951,1266957,SWI5,2,-
4,1267049,1267055,SWI5,2,-
4,1267043,1267049,SWI5,2,+
4,1289012,1289019,BAS1,2,+
4,1289026,1289033,BAS1,2,+
4,1293277,1293291,RFX1,2,+
4,1301118,1301128,RAP1,2,+
4,1301103,1301113,RAP1,2,-
4,1301103,1301113,FHL1,2,+
4,1317972,1317985,ABF1,2,+
4,1322088,1322098,RPN4,2,-
4,1330436,1330442,ARG80,2,+
4,1334009,1334016,NRG1,2,-
4,1337885,1337900,THI2,2,+
4,1345536,1345551,IXR1,2,+
4,1345418,1345424,PHO4,2,-
4,1345144,1345151,AFT2,2,+
4,1345432,1345439,AFT2,2,+
4,1345434,1345441,SOK2,2,+
4,1345595,1345605,MIG1,2,+
4,1345356,1345364,YAP6,2,-
4,1345355,1345364,CIN5,2,-
4,1345536,1345542,SUT1,2,+
4,1355832,1355842,FHL1,2,-
4,1355856,1355866,FHL1,2,-
4,1359590,1359600,RAP1,2,-
4,1359605,1359615,FHL1,2,+
4,1359590,1359600,FHL1,2,+
4,1362444,1362451,MBP1,2,-
4,1362478,1362485,MBP1,2,-
4,1362519,1362525,PHD1,2,-
4,1362480,1362486,ARG80,2,+
4,1362446,1362452,ARG80,2,+
4,1362472,1362479,SWI4,2,+
4,1362475,1362481,SWI6,2,-
4,1362445,1362451,SWI6,2,+
4,1362345,1362353,FKH1,2,-
4,1362827,1362835,FKH1,2,+
4,1362453,1362461,FKH1,2,+
4,1362489,1362499,ASH1,2,-
4,1362341,1362353,FKH2,2,-
4,1362453,1362465,FKH2,2,+
4,1362456,1362466,NDD1,2,+
4,1362515,1362525,NDD1,2,-
4,1365966,1365972,MSN4,2,-
4,1367314,1367327,ABF1,2,-
4,1369551,1369559,REB1,2,-
4,1394904,1394912,REB1,2,-
4,1394938,1394944,DIG1,2,+
4,1394677,1394683,DIG1,2,-
4,1410324,1410331,AFT2,2,+
4,1445673,1445682,INO4,2,+
4,1445735,1445744,INO4,2,-
4,1445673,1445682,INO2,2,+
4,1445735,1445744,INO2,2,-
4,1466082,1466089,MBP1,2,+
4,1466021,1466028,SWI4,2,+
4,1466050,1466056,SWI6,2,-
4,1466061,1466067,SWI6,2,+
4,1466082,1466088,SWI6,2,-
4,1468635,1468642,GCR2,2,+
4,1469143,1469153,UME6,2,-
4,1468811,1468818,STP1,2,-
4,1468883,1468890,STP1,2,+
4,1468994,1469001,RTG3,2,+
4,1469008,1469015,RTG3,2,+
4,1468642,1468649,NRG1,2,+
4,1469048,1469057,CIN5,2,+
4,1489289,1489299,SPT2,2,-
4,1489100,1489110,SPT2,2,+
4,1489316,1489326,RLM1,2,-
4,1489579,1489589,SPT2,2,-
4,1490448,1490454,MSN2,2,+
4,1490377,1490383,MSN2,2,-
4,1490384,1490390,SWI6,2,-
4,1490355,1490361,SWI6,2,-
4,1490302,1490308,SWI6,2,+
4,1490356,1490363,MBP1,2,-
4,1490384,1490391,MBP1,2,+
4,1490453,1490460,SOK2,2,+
4,1490380,1490386,PHD1,2,-
4,1490453,1490459,PHD1,2,+
4,1490423,1490431,ACE2,2,-
4,1490320,1490327,SWI4,2,-
4,1490320,1490328,STB1,2,-
4,1490366,1490374,SKN7,2,-
4,1490292,1490300,SKN7,2,+
4,1490397,1490405,SKN7,2,-
4,1490427,1490436,DAL82,2,+
4,1490295,1490305,ASH1,2,+
4,1490445,1490455,NDD1,2,+
4,1494168,1494175,MBP1,2,-
4,1494104,1494110,SWI6,2,-
4,1494169,1494175,SWI6,2,+
4,1494174,1494180,SWI6,2,+
4,1494073,1494089,MCM1,2,-
4,1492855,1492865,NDD1,2,-
4,1493927,1493937,NDD1,2,+
4,1496717,1496722,HAP5,2,+
4,1496715,1496722,HAP4,2,+
4,1496693,1496700,HAP2,2,-
4,1496715,1496722,HAP2,2,+
4,1497860,1497868,CBF1,2,+
4,1498098,1498105,STE12,2,+
5,23584,23591,SOK2,0,+
5,27389,27396,RCS1,0,+
5,27468,27475,RCS1,0,+
5,33813,33821,GCN4,0,-
5,33727,33734,GAT1,0,+
5,33735,33742,GAT1,0,+
5,33746,33753,GAT1,0,+
5,34313,34320,GAT1,0,-
5,42093,42100,RCS1,0,+
5,42324,42331,RCS1,0,+
5,42303,42309,MOT3,0,-
5,42093,42100,AFT2,0,+
5,42324,42331,AFT2,0,+
5,53735,53745,RAP1,0,+
5,53720,53730,RAP1,0,-
5,53735,53745,FHL1,0,-
5,56275,56284,CIN5,0,-
5,56390,56399,CIN5,0,-
5,56429,56438,CIN5,0,+
5,61033,61043,RLM1,0,-
5,75483,75493,STB5,0,+
5,75381,75391,STB5,0,-
5,75749,75759,STB5,0,-
5,77959,77966,TEC1,0,-
5,77679,77686,SOK2,0,+
5,77837,77843,DIG1,0,+
5,77827,77833,DIG1,0,-
5,77899,77905,DIG1,0,+
5,77679,77685,PHD1,0,+
5,77986,77993,NRG1,0,-
5,77815,77822,SWI4,0,-
5,77813,77819,SWI6,0,-
5,80283,80289,PHD1,0,-
5,80291,80297,PHD1,0,-
5,80210,80220,HAP1,0,+
5,82902,82915,ABF1,0,+
5,82888,82898,RPN4,0,+
5,86744,86764,YOX1,0,-
5,107046,107054,CBF1,0,-
5,107012,107019,HAP4,0,-
5,106775,106785,UME6,0,+
5,110679,110689,RAP1,0,-
5,111211,111219,REB1,0,-
5,120455,120464,STB4,0,-
5,126428,126436,FKH1,0,+
5,153062,153069,NRG1,0,-
5,152783,152790,SWI4,0,+
5,153209,153215,SWI6,0,-
5,152786,152792,SWI6,0,+
5,152834,152840,SWI6,0,-
5,153162,153168,PHO4,0,-
5,153105,153113,SKN7,0,+
5,167714,167727,ABF1,0,-
5,167510,167518,ARR1,0,-
5,174774,174781,NRG1,0,-
5,174781,174788,NRG1,0,-
5,174952,174959,NRG1,0,+
5,174937,174944,SWI4,0,+
5,174601,174609,SKN7,0,+
5,174778,174786,SKN7,0,-
5,174825,174833,SKN7,0,-
5,176058,176064,MSN2,0,+
5,177738,177744,MSN2,0,-
5,177691,177701,RPN4,0,-
5,178506,178512,PHO2,0,-
5,178679,178687,REB1,0,-
5,178674,178686,YRR1,0,-
5,196850,196860,RPN4,0,+
5,205088,205096,REB1,0,-
5,207617,207623,ARG80,0,-
5,208625,208634,INO4,0,-
5,212134,212141,NRG1,0,+
5,212291,212300,CIN5,0,-
5,214873,214883,RAP1,0,-
5,221335,221341,PHD1,0,-
5,221334,221341,SOK2,0,-
5,225575,225586,YDR520C,0,-
5,229594,229602,REB1,0,-
5,229651,229659,GCN4,0,+
5,237351,237359,CBF1,0,-
5,237314,237323,INO4,0,-
5,238259,238269,HAP1,0,-
5,238165,238171,SUT1,0,-
5,239861,239871,UME6,0,-
5,241911,241917,PHO2,0,-
5,241928,241934,PHO2,0,-
5,241633,241639,PHO2,0,-
5,241658,241664,PHO2,0,+
5,242100,242106,PHO2,0,-
5,242047,242053,SUT1,0,+
5,243035,243041,SUT1,0,+
5,242205,242212,SOK2,0,+
5,242377,242384,SOK2,0,+
5,242588,242595,SOK2,0,+
5,242205,242211,PHD1,0,+
5,242116,242122,PHD1,0,+
5,242377,242383,PHD1,0,+
5,242588,242594,PHD1,0,+
5,241719,241727,YAP6,0,+
5,243065,243073,YAP6,0,+
5,241718,241727,CIN5,0,-
5,242371,242380,DAL82,0,-
5,242961,242970,DAL82,0,+
5,246512,246521,CHA4,0,-
5,250530,250538,REB1,0,+
5,249849,249856,STE12,0,+
5,248190,248196,PHO2,0,+
5,250585,250591,PHO2,0,-
5,248571,248581,HAP1,0,-
5,248186,248192,ARG80,0,+
5,258232,258240,GCN4,0,-
5,282470,282478,FKH1,0,-
5,287298,287312,SIP4,0,-
5,292788,292796,REB1,0,-
5,292821,292829,REB1,0,+
5,295184,295191,ARG81,0,-
5,295230,295237,ARG81,0,-
5,295052,295059,RTG3,0,-
5,295183,295190,RTG3,0,-
5,295229,295236,RTG3,0,-
5,295052,295060,GCN4,0,-
5,295229,295237,GCN4,0,-
5,295183,295191,GCN4,0,-
5,295230,295236,ARG80,0,-
5,295184,295190,ARG80,0,-
5,298454,298461,MBP1,0,+
5,298504,298511,MBP1,0,+
5,298575,298582,MBP1,0,+
5,298640,298647,MBP1,0,+
5,298453,298460,SWI4,0,+
5,298506,298513,SWI4,0,-
5,298642,298649,SWI4,0,-
5,298705,298712,SWI4,0,+
5,298454,298460,SWI6,0,-
5,298575,298581,SWI6,0,-
5,298504,298510,SWI6,0,-
5,298640,298646,SWI6,0,-
5,298708,298714,SWI6,0,+
5,298449,298457,FKH1,0,+
5,298449,298461,FKH2,0,+
5,302644,302652,CBF1,0,-
5,318622,318632,NDD1,0,+
5,328338,328346,GCN4,0,+
5,337781,337790,YAP7,0,-
5,337837,337846,YAP7,0,-
5,337781,337789,GCN4,0,-
5,337837,337845,GCN4,0,-
5,342650,342658,CBF1,0,-
5,342690,342698,CBF1,0,+
5,342460,342470,MET32,0,+
5,342461,342467,MET31,0,+
5,342696,342702,MET31,0,-
5,342601,342607,MET31,0,+
5,342667,342673,MET31,0,-
5,342461,342469,MET4,0,+
5,342511,342518,BAS1,0,-
5,342616,342623,BAS1,0,-
5,349539,349547,CBF1,0,-
5,349515,349525,RPN4,0,+
5,351437,351444,NRG1,0,+
5,359176,359184,CBF1,0,-
5,362347,362357,FHL1,0,+
5,364325,364339,HSF1,0,-
5,364117,364123,MSN4,0,+
5,364151,364157,MSN4,0,-
5,364404,364410,MSN4,0,-
5,372148,372156,REB1,0,+
5,386997,387005,CBF1,0,-
5,386357,386364,MBP1,0,-
5,386373,386380,MBP1,0,+
5,386415,386425,UME6,0,-
5,386309,386325,MCM1,0,+
5,385874,385881,SWI4,0,+
5,386355,386362,SWI4,0,+
5,386373,386379,SWI6,0,-
5,386387,386393,SWI6,0,-
5,394149,394157,CBF1,0,+
5,394148,394155,TYE7,0,-
5,396376,396386,RAP1,0,-
5,396376,396386,FHL1,0,+
5,399342,399349,MBP1,0,+
5,399360,399367,MBP1,0,+
5,399351,399358,TEC1,0,+
5,404459,404467,FKH1,0,+
5,409511,409519,CBF1,0,-
5,409305,409313,ACE2,0,-
5,409450,409458,ACE2,0,+
5,409411,409419,FKH1,0,+
5,409457,409465,FKH1,0,+
5,409425,409433,FKH1,0,+
5,409411,409423,FKH2,0,+
5,409425,409437,FKH2,0,+
5,409457,409469,FKH2,0,+
5,423269,423279,FHL1,0,+
5,422783,422793,UME6,0,+
5,432239,432244,ADR1,0,+
5,432278,432283,ADR1,0,+
5,430864,430870,MET31,0,-
5,432401,432407,MET31,0,+
5,431327,431336,DAL82,0,-
5,434313,434327,SMP1,0,-
5,434029,434036,STE12,0,-
5,434082,434089,STE12,0,-
5,434029,434035,DIG1,0,-
5,434173,434179,DIG1,0,-
5,434082,434088,DIG1,0,-
5,453305,453314,YAP7,0,-
5,453240,453250,HAP1,0,+
5,453265,453275,HAP1,0,+
5,461965,461971,SUT1,0,+
5,462069,462075,SUT1,0,+
5,461736,461742,SUT1,0,-
5,462025,462031,SUT1,0,-
5,462157,462163,SUT1,0,-
5,461807,461817,MAC1,0,+
5,462066,462076,MAC1,0,+
5,461903,461910,AFT2,0,+
5,461939,461946,AFT2,0,-
5,462093,462100,AFT2,0,-
5,462121,462128,AFT2,0,-
5,461903,461910,RCS1,0,+
5,461939,461946,RCS1,0,-
5,462093,462100,RCS1,0,-
5,462121,462128,RCS1,0,-
5,462094,462101,NRG1,0,-
5,462489,462496,SWI4,0,-
5,465055,465064,YAP7,0,-
5,468036,468044,SKN7,0,+
5,468000,468008,SKN7,0,+
5,474926,474934,SKN7,0,-
5,474888,474896,SKN7,0,+
5,482917,482924,STE12,0,-
5,483174,483181,STE12,0,+
5,483193,483200,STE12,0,+
5,484655,484663,REB1,0,-
5,491384,491392,YAP6,0,-
5,491303,491319,MCM1,0,+
5,539397,539402,HAP5,0,-
5,539444,539449,HAP5,0,+
5,539397,539402,HAP3,0,-
5,539444,539449,HAP3,0,+
5,539397,539404,HAP2,0,-
5,539442,539449,HAP2,0,+
5,545209,545217,CBF1,0,+
5,545179,545185,MSN2,0,-
5,545387,545393,MSN2,0,-
5,545294,545304,RPN4,0,-
5,545218,545226,GCR1,0,-
5,545219,545226,GCR2,0,-
5,545251,545258,GCR2,0,+
5,545285,545292,GCR2,0,+
5,545305,545312,GCR2,0,-
5,545323,545330,AFT2,0,+
5,545208,545215,TYE7,0,-
5,545214,545222,ACE2,0,+
5,548275,548285,UME6,0,-
6,40307,40320,ABF1,0,+
6,49010,49017,AFT2,0,-
6,51230,51239,SUM1,0,-
6,54946,54953,STE12,0,+
6,54977,54984,STE12,0,+
6,55182,55189,TEC1,0,+
6,82363,82368,HAP5,0,+
6,82254,82261,STE12,0,-
6,82380,82387,STE12,0,-
6,82254,82260,DIG1,0,-
6,82340,82346,DIG1,0,+
6,82027,82033,DIG1,0,-
6,82380,82386,DIG1,0,-
6,82356,82372,MCM1,0,+
6,90386,90394,CBF1,0,-
6,90839,90847,REB1,0,+
6,90491,90501,RPN4,0,-
6,90722,90732,RPN4,0,+
6,90504,90511,ARG81,0,+
6,90505,90511,ARG80,0,+
6,90578,90584,ARG80,0,+
6,90734,90740,RDS1,0,+
6,103392,103400,CBF1,0,-
6,103333,103346,ABF1,0,+
6,103367,103380,ABF1,0,-
6,106374,106388,HSF1,0,+
6,114088,114097,SUM1,0,-
6,114132,114141,SUM1,0,+
6,130036,130044,REB1,0,+
6,131441,131449,YAP6,0,+
6,131168,131177,CIN5,0,-
6,131440,131449,CIN5,0,-
6,149956,149964,SPT23,0,-
6,153263,153273,RPN4,0,-
6,153218,153226,FKH1,0,+
6,159202,159209,STB2,0,-
6,164957,164967,RPN4,0,+
6,176786,176793,NRG1,0,-
6,182923,182929,SWI5,0,-
6,182941,182948,SWI4,0,+
6,184410,184418,FKH1,0,-
6,213066,213074,CBF1,0,-
6,213090,213100,MET32,0,-
6,213049,213056,TYE7,0,-
6,213067,213074,TYE7,0,-
6,213087,213095,MET4,0,+
6,221908,221918,RAP1,0,+
6,221908,221918,FHL1,0,-
6,223055,223064,SUM1,0,+
6,224027,224037,FHL1,0,-
6,224045,224055,FHL1,0,-
6,224971,224981,HAP1,0,-
6,224993,225000,HAP2,0,+
6,233893,233899,GTS1,0,-
6,233899,233905,GTS1,0,-
6,238294,238304,HAC1,0,+
6,248220,248228,CBF1,0,-
6,249955,249965,RPN4,0,-
6,251873,251881,FKH1,0,-
7,14882,14889,TYE7,0,-
7,23606,23615,CIN5,0,+
7,23517,23524,SWI4,0,+
7,23732,23739,SWI4,0,+
7,23723,23729,SWI6,0,+
7,31758,31768,UME6,0,-
7,35227,35235,REB1,0,-
7,41340,41348,REB1,0,-
7,53704,53712,REB1,0,+
7,56264,56271,BAS1,0,-
7,56297,56304,BAS1,0,-
7,67426,67434,ACE2,0,+
7,81339,81352,ABF1,0,-
7,98769,98777,CBF1,0,-
7,123484,123492,REB1,0,-
7,141882,141895,ABF1,0,-
7,144581,144589,REB1,0,+
7,144243,144251,REB1,0,-
7,144619,144629,HAP1,0,+
7,144601,144608,HAP4,0,-
7,149324,149334,RAP1,0,+
7,149312,149322,RAP1,0,+
7,149312,149322,FHL1,0,-
7,150783,150788,HAP5,0,+
7,150781,150788,HAP4,0,+
7,150737,150747,HAP1,0,+
7,150783,150788,HAP3,0,+
7,150781,150788,HAP2,0,+
7,152993,153001,GCN4,0,+
7,152993,153000,BAS1,0,+
7,156461,156471,UME6,0,+
7,156399,156407,GCN4,0,-
7,156283,156291,GCN4,0,-
7,156374,156380,MET31,0,+
7,156265,156271,MET31,0,+
7,156427,156433,MET31,0,-
7,156390,156397,BAS1,0,+
7,157751,157758,RCS1,0,-
7,157731,157739,REB1,0,+
7,157751,157758,AFT2,0,-
7,159291,159299,GCN4,0,-
7,165548,165555,SWI4,0,-
7,166224,166231,SWI4,0,-
7,166242,166249,SWI4,0,-
7,166273,166280,SWI4,0,-
7,166222,166228,SWI6,0,-
7,166240,166246,SWI6,0,-
7,180532,180542,RPN4,0,-
7,182287,182296,CHA4,0,-
7,185511,185520,SUM1,0,-
7,196437,196444,STE12,0,-
7,197781,197788,STE12,0,+
7,196637,196643,SUT1,0,-
7,197389,197395,SUT1,0,-
7,197525,197531,SUT1,0,+
7,200327,200335,REB1,0,+
7,206825,206835,RLM1,0,+
7,206455,206461,SUT1,0,+
7,205787,205793,SUT1,0,+
7,206413,206420,SOK2,0,+
7,206672,206679,SOK2,0,+
7,206758,206765,SOK2,0,+
7,208773,208779,RDS1,0,+
7,217386,217394,REB1,0,-
7,228635,228645,FHL1,0,+
7,249678,249687,SUM1,0,+
7,254334,254344,SFP1,0,+
7,254352,254362,SFP1,0,-
7,254334,254344,FHL1,0,+
7,254352,254362,FHL1,0,-
7,253961,253971,MAC1,0,+
7,255435,255453,GAL4,0,-
7,257368,257376,ACE2,0,-
7,272221,272229,GCN4,0,+
7,272272,272280,GCN4,0,-
7,277234,277244,RAP1,0,-
7,280639,280649,RPN4,0,+
7,284295,284303,REB1,0,+
7,289526,289533,STE12,0,+
7,289504,289514,NDD1,0,-
7,289454,289460,DIG1,0,-
7,289527,289533,DIG1,0,+
7,289512,289524,FKH2,0,-
7,293063,293072,YAP7,0,+
7,293165,293174,YAP7,0,+
7,304205,304211,SWI5,0,-
7,306426,306439,ABF1,0,-
7,310690,310700,FHL1,0,+
7,310795,310801,YAP5,0,-
7,321695,321702,XBP1,0,+
7,324598,324604,MSN2,0,+
7,324904,324910,PHD1,0,-
7,324873,324879,PHD1,0,-
7,326926,326932,DIG1,0,+
7,371356,371363,RCS1,0,-
7,371364,371371,RCS1,0,-
7,371400,371407,RCS1,0,-
7,371356,371363,AFT2,0,-
7,371364,371371,AFT2,0,-
7,371400,371407,AFT2,0,-
7,371379,371386,AFT2,0,-
7,374957,374965,REB1,0,-
7,385046,385053,TEC1,0,+
7,392074,392082,GCN4,0,+
7,397925,397933,CBF1,0,+
7,398228,398238,HAP1,0,+
7,398014,398024,HAP1,0,+
7,397989,397995,SUT1,0,+
7,398072,398078,SUT1,0,-
7,397819,397825,SUT1,0,-
7,398051,398057,SUT1,0,-
7,398024,398031,AFT2,0,+
7,398381,398388,AFT2,0,-
7,398024,398031,RCS1,0,+
7,398046,398054,SKN7,0,-
7,398072,398080,SKN7,0,-
7,398482,398490,SKN7,0,+
7,397819,397827,SKN7,0,-
7,411363,411373,RPN4,0,+
7,420768,420778,NDD1,0,+
7,427099,427106,SWI4,0,+
7,427084,427092,SKN7,0,+
7,427108,427116,SKN7,0,+
7,443245,443251,SWI5,0,+
7,443589,443595,SWI5,0,-
7,443440,443446,SWI5,0,-
7,443193,443199,SWI5,0,+
7,443520,443526,SWI5,0,-
7,443520,443528,ACE2,0,+
7,443367,443374,STE12,0,+
7,443252,443260,FKH1,0,-
7,443488,443496,FKH1,0,-
7,443387,443395,FKH1,0,+
7,454682,454692,NDD1,0,+
7,454683,454699,MCM1,0,-
7,454698,454710,FKH2,0,-
7,454741,454753,FKH2,0,+
7,454614,454626,FKH2,0,-
7,472597,472604,NRG1,0,-
7,472520,472530,RPN4,0,+
7,475351,475361,RPN4,0,-
7,478864,478874,LEU3,0,-
7,478834,478844,LEU3,0,-
7,482777,482787,NDD1,0,-
7,483738,483746,SKN7,0,-
7,485387,485395,SKN7,0,+
7,483739,483749,ROX1,0,+
7,484042,484052,ROX1,0,+
7,484587,484597,GLN3,0,-
7,484340,484350,GLN3,0,+
7,483746,483754,ACE2,0,+
7,484330,484338,ACE2,0,+
7,483811,483820,CIN5,0,-
7,483777,483785,SKO1,0,+
7,484093,484103,NDD1,0,+
7,496699,496707,SPT23,0,-
7,496676,496686,HAP1,0,+
7,496633,496639,PHO2,0,+
7,507997,508006,CIN5,0,-
7,511107,511116,CIN5,0,-
7,513034,513042,REB1,0,+
7,516478,516484,SWI6,0,-
7,516438,516444,SWI6,0,+
7,516526,516532,SWI6,0,-
7,516465,516471,DIG1,0,-
7,516497,516503,DIG1,0,+
7,516828,516834,DIG1,0,-
7,516840,516847,TEC1,0,-
7,516465,516472,STE12,0,-
7,516496,516503,STE12,0,+
7,516480,516487,SWI4,0,-
7,516500,516508,SKN7,0,-
7,523498,523506,IME1,0,+
7,524845,524864,DAL81,0,-
7,524968,524975,HAP2,0,+
7,524980,524987,HAP2,0,+
7,526928,526937,YAP7,0,+
7,576790,576797,MBP1,0,+
7,576829,576837,ACE2,0,-
7,576687,576695,ACE2,0,-
7,576761,576769,ACE2,0,-
7,576831,576837,SWI5,0,+
7,576689,576695,SWI5,0,+
7,576763,576769,SWI5,0,+
7,576701,576708,SWI4,0,-
7,576790,576796,SWI6,0,-
7,576771,576777,SWI6,0,+
7,576911,576919,FKH1,0,+
7,589681,589691,RPN4,0,-
7,589599,589615,MCM1,0,-
7,591070,591080,HAP1,0,-
7,591890,591898,CBF1,0,+
7,593260,593266,MSN2,0,-
7,593260,593266,MSN4,0,-
7,591893,591900,RTG3,0,-
7,592541,592548,RTG3,0,+
7,592683,592690,RTG3,0,-
7,592778,592785,NRG1,0,+
7,592663,592671,SKN7,0,+
7,592728,592736,SKN7,0,-
7,592515,592523,SKN7,0,-
7,598981,598988,STP1,0,+
7,599022,599029,STP1,0,+
7,599071,599078,STP1,0,-
7,598955,598965,MET32,0,+
7,599140,599150,MET32,0,+
7,598956,598964,MET4,0,+
7,599141,599149,MET4,0,+
7,601493,601506,ABF1,0,+
7,607252,607265,ABF1,0,+
7,607275,607284,SUM1,0,-
7,609923,609931,CBF1,0,-
7,610323,610333,HAP1,0,-
7,610005,610015,HAP1,0,+
7,609974,609984,HAP1,0,-
7,609500,609507,GCR2,0,-
7,610197,610204,GCR2,0,+
7,610228,610235,GCR2,0,-
7,609943,609949,SWI5,0,+
7,610162,610168,SWI5,0,+
7,610208,610218,RPN4,0,+
7,610555,610565,NDD1,0,-
7,610437,610447,NDD1,0,+
7,610446,610456,NDD1,0,+
7,616110,616117,BAS1,0,+
7,616224,616231,BAS1,0,+
7,616238,616245,BAS1,0,+
7,625261,625271,UME6,0,-
7,625262,625268,SUT1,0,+
7,625311,625317,SUT1,0,-
7,625320,625326,SUT1,0,-
7,625081,625087,SUT1,0,-
7,625290,625296,SUT1,0,-
7,634134,634140,MSN2,0,+
7,634134,634140,MSN4,0,+
7,637014,637023,DAL82,0,+
7,640612,640619,MBP1,0,-
7,640530,640538,REB1,0,-
7,649153,649163,FHL1,0,-
7,649138,649148,FHL1,0,-
7,650982,650988,SWI5,0,-
7,651038,651044,SWI5,0,-
7,650894,650902,SKN7,0,-
7,650915,650923,SKN7,0,-
7,654273,654279,MSN2,0,-
7,654257,654263,MSN4,0,-
7,654273,654279,MSN4,0,-
7,653428,653434,MSN4,0,+
7,667946,667966,YOX1,0,+
7,667975,667983,FKH1,0,-
7,667943,667959,MCM1,0,-
7,667971,667983,FKH2,0,-
7,672090,672098,GCN4,0,+
7,687749,687757,FKH1,0,+
7,690075,690081,RDS1,0,+
7,698946,698953,HAP4,0,-
7,703175,703182,RCS1,0,+
7,703273,703280,STE12,0,-
7,703441,703447,PHO2,0,+
7,703322,703328,PHO2,0,-
7,703506,703512,PHO2,0,-
7,703273,703279,DIG1,0,-
7,706864,706871,MBP1,0,+
7,706875,706882,MBP1,0,+
7,706901,706908,MBP1,0,+
7,706936,706943,MBP1,0,+
7,706853,706860,SWI4,0,-
7,706903,706910,SWI4,0,-
7,706866,706874,STB1,0,-
7,706901,706907,SWI6,0,-
7,706864,706870,SWI6,0,-
7,706936,706942,SWI6,0,-
7,706875,706881,SWI6,0,-
7,733272,733279,HAP2,0,-
7,750258,750271,ABF1,0,+
7,754075,754082,AFT2,0,-
7,756631,756639,REB1,0,-
7,756834,756842,REB1,0,+
7,761237,761247,RPN4,0,-
7,762300,762310,MAC1,0,+
7,772114,772128,HSF1,0,+
7,772238,772252,HSF1,0,-
7,772275,772285,RPN4,0,-
7,774557,774567,NDD1,0,-
7,774494,774504,NDD1,0,-
7,774765,774775,NDD1,0,+
7,774893,774903,NDD1,0,-
7,774839,774849,NDD1,0,-
7,774585,774595,NDD1,0,-
7,785675,785689,HSF1,0,-
7,785912,785920,YAP6,0,+
7,785977,785985,YAP6,0,+
7,785994,786002,YAP6,0,-
7,785906,785916,ROX1,0,+
7,787100,787108,REB1,0,+
7,788534,788544,FHL1,0,-
7,788517,788527,RAP1,0,+
7,788534,788544,RAP1,0,+
7,787853,787859,YAP5,0,+
7,788316,788322,YAP5,0,+
7,801997,802006,INO4,0,+
7,802107,802116,INO4,0,-
7,802127,802136,INO4,0,-
