orf_name,name,chr,strand,TSS,promoter_start,promoter_stop
YDL090C,RAM1,4,-,296315,296315,296815
YDL089W,YDL089W,4,+,296494,295994,296494
YDL088C,ASM4,4,-,300131,300131,300631
YDL087C,LUC7,4,-,301015,301015,301515
YDL086W,YDL086W,4,+,301408,300908,301408
YDL084W,SUB2,4,+,305121,304621,305121
YDL083C,RPS16B,4,-,307819,307819,308319
YDL082W,RPL13A,4,+,308352,307852,308352
YDL080C,THI3,4,-,312680,312680,313180
YDL079C,MRK1,4,-,314982,314982,315482
YDL078C,MDH3,4,-,316460,316460,316960
YDL077C,VAM6,4,-,320290,320290,320790
YDL076C,RXT3,4,-,321675,321675,322175
YDL075W,RPL31A,4,+,322195,321695,322195
YDL074C,BRE1,4,-,326221,326221,326721
YDL073W,YDL073W,4,+,326433,325933,326433
YDL072C,YET3,4,-,330518,330518,331018
YDL070W,BDF2,4,+,330993,330493,330993
YDL069C,CBS1,4,-,333642,333642,334142
YDL066W,IDP1,4,+,334818,334318,334818
YDL065C,PEX19,4,-,337318,337318,337818
YDL064W,UBC9,4,+,337447,336947,337447
YDL063C,YDL063C,4,-,340202,340202,340702
YDL061C,RPS29B,4,-,341215,341215,341715
YDL060W,TSR1,4,+,341599,341099,341599
YDL059C,RAD59,4,-,345066,345066,345566
YDL058W,USO1,4,+,345585,345085,345585
YDL057W,YDL057W,4,+,351387,350887,351387
YDL056W,MBP1,4,+,352762,352262,352762
YDL055C,PSA1,4,-,356908,356908,357408
YDL054C,MCH1,4,-,361371,361371,361871
YDL053C,PBP4,4,-,362454,362454,362954
YDL052C,SLC1,4,-,363619,363619,364119
YDL051W,LHP1,4,+,363910,363410,363910
YDL049C,KNH1,4,-,366051,366051,366551
YDL047W,SIT4,4,+,369564,369064,369564
YDL046W,NPC2,4,+,371170,370670,371170
YDL045C,FAD1,4,-,373741,373741,374241
YDL044C,MTF2,4,-,375291,375291,375791
YDL043C,PRP11,4,-,376530,376530,377030
YDL042C,SIR2,4,-,378502,378502,379002
YDL040C,NAT1,4,-,381462,381462,381962
YDL037C,BSC1,4,-,385763,385763,386263
YDL036C,PUS9,4,-,388879,388879,389379
YDL035C,GPR1,4,-,392339,392339,392839
YDL033C,SLM3,4,-,393957,393957,394457
YDL031W,DBP10,4,+,394162,393662,394162
YDL030W,PRP9,4,+,397456,396956,397456
YDL029W,ARP2,4,+,399310,398810,399310
YDL028C,MPS1,4,-,403413,403413,403913
YDL027C,YDL027C,4,-,405001,405001,405501
YDL025C,YDL025C,4,-,407414,407414,407914
YDL022W,GPD1,4,+,411758,411258,411758
YDL021W,GPM2,4,+,413916,413416,413916
YDL020C,RPN4,4,-,416950,416950,417450
YDL019C,OSH2,4,-,421722,421722,422222
YDL018C,ERP3,4,-,423568,423568,424068
YDL017W,CDC7,4,+,424184,423684,424184
YDL015C,TSC13,4,-,426978,426978,427478
YDL014W,NOP1,4,+,427219,426719,427219
YDL013W,SLX5,4,+,428928,428428,428928
YDL010W,GRX6,4,+,432295,431795,432295
YDL007W,RPT2,4,+,438007,437507,438007
YDL006W,PTC1,4,+,439559,439059,439559
YDL005C,MED2,4,-,442347,442347,442847
YDL003W,MCD1,4,+,444583,444083,444583
YDL002C,NHP10,4,-,447646,447646,448146
YDL001W,RMD1,4,+,447924,447424,447924
YDR001C,NTH1,4,-,452542,452542,453042
YDR002W,YRB1,4,+,452988,452488,452988
YDR003W,RCR2,4,+,454002,453502,454002
YDR004W,RAD57,4,+,455238,454738,455238
YDR005C,MAF1,4,-,458218,458218,458718
YDR006C,SOK1,4,-,461396,461396,461896
YDR007W,TRP1,4,+,461806,461306,461806
YDR011W,SNQ2,4,+,465596,465096,465596
YDR014W,RAD61,4,+,474052,473552,474052
YDR017C,KCS1,4,-,482279,482279,482779
YDR018C,YDR018C,4,-,483926,483926,484426
YDR019C,GCV1,4,-,485367,485367,485867
YDR020C,DAS2,4,-,486571,486571,487071
YDR021W,FAL1,4,+,486695,486195,486695
YDR022C,CIS1,4,-,488688,488688,489188
YDR023W,SES1,4,+,489472,488972,489472
YDR025W,RPS11A,4,+,491499,490999,491499
YDR026C,YDR026C,4,-,494409,494409,494909
YDR027C,VPS54,4,-,497433,497433,497933
YDR028C,REG1,4,-,501357,501357,501857
YDR030C,RAD28,4,-,503279,503279,503779
YDR032C,PST2,4,-,504762,504762,505262
YDR033W,MRH1,4,+,507899,507399,507899
YDR034C,LYS14,4,-,512246,512246,512746
YDR035W,ARO3,4,+,521785,521285,521785
YDR036C,EHD3,4,-,524764,524764,525264
YDR037W,KRS1,4,+,525408,524908,525408
YDR040C,ENA1,4,-,538910,538910,539410
YDR041W,RSM10,4,+,539793,539293,539793
YDR042C,YDR042C,4,-,541276,541276,541776
YDR043C,NRG1,4,-,543570,543570,544070
YDR044W,HEM13,4,+,546491,545991,546491
YDR046C,BAP3,4,-,550665,550665,551165
YDR047W,HEM12,4,+,551735,551235,551735
YDR049W,YDR049W,4,+,553227,552727,553227
YDR050C,TPI1,4,-,556501,556501,557001
YDR051C,YDR051C,4,-,558105,558105,558605
YDR052C,DBF4,4,-,560779,560779,561279
YDR054C,CDC34,4,-,562500,562500,563000
YDR055W,PST1,4,+,563465,562965,563465
YDR056C,YDR056C,4,-,565697,565697,566197
YDR057W,YOS9,4,+,565889,565389,565889
YDR058C,TGL2,4,-,568741,568741,569241
YDR059C,UBC5,4,-,569835,569835,570335
YDR060W,MAK21,4,+,570556,570056,570556
YDR062W,LCB2,4,+,576094,575594,576094
YDR064W,RPS13,4,+,579424,578924,579424
YDR065W,YDR065W,4,+,580686,580186,580686
YDR066C,RTR2,4,-,582619,582619,583119
YDR067C,OCA6,4,-,583539,583539,584039
YDR068W,DOS2,4,+,583664,583164,583664
YDR069C,DOA4,4,-,587808,587808,588308
YDR071C,PAA1,4,-,589464,589464,589964
YDR072C,IPT1,4,-,591469,591469,591969
YDR073W,SNF11,4,+,592367,591867,592367
YDR074W,TPS2,4,+,593670,593170,593670
YDR075W,PPH3,4,+,596980,596480,596980
YDR076W,RAD55,4,+,598428,597928,598428
YDR077W,SED1,4,+,600748,600248,600748
YDR078C,SHU2,4,-,602884,602884,603384
YDR080W,VPS41,4,+,603969,603469,603969
YDR081C,PDC2,4,-,610166,610166,610666
YDR082W,STN1,4,+,610347,609847,610347
YDR083W,RRP8,4,+,612049,611549,612049
YDR084C,TVP23,4,-,614028,614028,614528
YDR085C,AFR1,4,-,615273,615273,615773
YDR087C,RRP1,4,-,618333,618333,618833
YDR088C,SLU7,4,-,619822,619822,620322
YDR089W,YDR089W,4,+,621989,621489,621989
YDR090C,YDR090C,4,-,626110,626110,626610
YDR091C,RLI1,4,-,628589,628589,629089
YDR092W,UBC13,4,+,629850,629350,629850
YDR093W,DNF2,4,+,631018,630518,631018
YDR096W,GIS1,4,+,636839,636339,636839
YDR097C,MSH6,4,-,643873,643873,644373
YDR099W,BMH2,4,+,652716,652216,652716
YDR101C,ARX1,4,-,657492,657492,657992
YDR103W,STE5,4,+,657714,657214,657714
YDR104C,SPO71,4,-,664957,664957,665457
YDR105C,TMS1,4,-,666819,666819,667319
YDR107C,TMN2,4,-,671047,671047,671547
YDR108W,GSG1,4,+,671231,670731,671231
YDR109C,YDR109C,4,-,675656,675656,676156
YDR110W,FOB1,4,+,676062,675562,676062
YDR111C,ALT2,4,-,679954,679954,680454
YDR113C,PDS1,4,-,681717,681717,682217
YDR116C,MRPL1,4,-,683586,683586,684086
YDR117C,TMA64,4,-,685666,685666,686166
YDR118W,APC4,4,+,685842,685342,685842
YDR119W,VBA4,4,+,688130,687630,688130
YDR120C,TRM1,4,-,693232,693232,693732
YDR121W,DPB4,4,+,693448,692948,693448
YDR122W,KIN1,4,+,694410,693910,694410
YDR124W,YDR124W,4,+,699858,699358,699858
YDR125C,ECM18,4,-,702875,702875,703375
YDR126W,SWF1,4,+,703227,702727,703227
YDR127W,ARO1,4,+,704412,703912,704412
YDR128W,MTC5,4,+,709513,709013,709513
YDR129C,SAC6,4,-,715450,715450,715950
YDR130C,FIN1,4,-,716648,716648,717148
YDR132C,YDR132C,4,-,720422,720422,720922
YDR135C,YCF1,4,-,727604,727604,728104
YDR137W,RGP1,4,+,728172,727672,728172
YDR140W,MTQ2,4,+,734122,733622,734122
YDR141C,DOP1,4,-,740043,740043,740543
YDR142C,PEX7,4,-,741775,741775,742275
YDR143C,SAN1,4,-,744018,744018,744518
YDR144C,MKC7,4,-,746239,746239,746739
YDR145W,TAF12,4,+,746670,746170,746670
YDR146C,SWI5,4,-,750904,750904,751404
YDR147W,EKI1,4,+,751197,750697,751197
YDR148C,KGD2,4,-,755317,755317,755817
YDR150W,NUM1,4,+,755564,755064,755564
YDR151C,CTH1,4,-,765330,765330,765830
YDR152W,GIR2,4,+,765637,765137,765637
YDR153C,ENT5,4,-,768120,768120,768620
YDR158W,HOM2,4,+,770320,769820,770320
YDR159W,SAC3,4,+,771785,771285,771785
YDR160W,SSY1,4,+,775983,775483,775983
YDR161W,YDR161W,4,+,779014,778514,779014
YDR162C,NBP2,4,-,781230,781230,781730
YDR163W,CWC15,4,+,781348,780848,781348
YDR164C,SEC1,4,-,784265,784265,784765
YDR165W,TRM82,4,+,784832,784332,784832
YDR166C,SEC5,4,-,789292,789292,789792
YDR167W,TAF10,4,+,789418,788918,789418
YDR168W,CDC37,4,+,790286,789786,790286
YDR169C,STB3,4,-,794253,794253,794753
YDR170C,SEC7,4,-,802407,802407,802907
YDR171W,HSP42,4,+,806533,806033,806533
YDR172W,SUP35,4,+,808278,807778,808278
YDR173C,ARG82,4,-,811675,811675,812175
YDR174W,HMO1,4,+,812085,811585,812085
YDR175C,RSM24,4,-,814205,814205,814705
YDR176W,NGG1,4,+,814421,813921,814421
YDR177W,UBC1,4,+,816778,816278,816778
YDR178W,SDH4,4,+,817846,817346,817846
YDR179W-A,YDR179W-A,4,+,819338,818838,819338
YDR180W,SCC2,4,+,821150,820650,821150
YDR181C,SAS4,4,-,827412,827412,827912
YDR182W,CDC1,4,+,827530,827030,827530
YDR183W,PLP1,4,+,829528,829028,829528
YDR184C,ATC1,4,-,831540,831540,832040
YDR185C,YDR185C,4,-,832577,832577,833077
YDR186C,YDR186C,4,-,835682,835682,836182
YDR188W,CCT6,4,+,836365,835865,836365
YDR189W,SLY1,4,+,838348,837848,838348
YDR190C,RVB1,4,-,842052,842052,842552
YDR191W,HST4,4,+,842297,841797,842297
YDR192C,NUP42,4,-,844938,844938,845438
YDR194C,MSS116,4,-,847967,847967,848467
YDR195W,REF2,4,+,848362,847862,848362
YDR196C,YDR196C,4,-,850997,850997,851497
YDR197W,CBS2,4,+,851193,850693,851193
YDR198C,RKM2,4,-,853996,853996,854496
YDR200C,VPS64,4,-,856156,856156,856656
YDR202C,RAV2,4,-,857982,857982,858482
YDR204W,COQ4,4,+,858127,857627,858127
YDR205W,MSC2,4,+,859343,858843,859343
YDR206W,EBS1,4,+,861772,861272,861772
YDR207C,UME6,4,-,867609,867609,868109
YDR208W,MSS4,4,+,868098,867598,868098
YDR211W,GCD6,4,+,884670,884170,884670
YDR212W,TCP1,4,+,887146,886646,887146
YDR213W,UPC2,4,+,889530,889030,889530
YDR214W,AHA1,4,+,892741,892241,892741
YDR216W,ADR1,4,+,894533,894033,894533
YDR217C,RAD9,4,-,903534,903534,904034
YDR219C,MFB1,4,-,907073,907073,907573
YDR221W,GTB1,4,+,907327,906827,907327
YDR222W,YDR222W,4,+,910015,909515,910015
YDR223W,CRF1,4,+,911650,911150,911650
YDR226W,ADK1,4,+,916460,915960,916460
YDR227W,SIR4,4,+,917455,916955,917455
YDR228C,PCF11,4,-,923880,923880,924380
YDR229W,IVY1,4,+,924689,924189,924689
YDR231C,COX20,4,-,926937,926937,927437
YDR232W,HEM1,4,+,927216,926716,927216
YDR233C,RTN1,4,-,930393,930393,930893
YDR234W,LYS4,4,+,930988,930488,930988
YDR235W,PRP42,4,+,933501,933001,933501
YDR236C,FMN1,4,-,935914,935914,936414
YDR237W,MRPL7,4,+,936470,935970,936470
YDR238C,SEC26,4,-,940846,940846,941346
YDR239C,YDR239C,4,-,943426,943426,943926
YDR240C,SNU56,4,-,945169,945169,945669
YDR242W,AMD2,4,+,946708,946208,946708
YDR243C,PRP28,4,-,950313,950313,950813
YDR244W,PEX5,4,+,950535,950035,950535
YDR245W,MNN10,4,+,952734,952234,952734
YDR246W,TRS23,4,+,954250,953750,954250
YDR247W,VHS1,4,+,955641,955141,955641
YDR248C,YDR248C,4,-,958394,958394,958894
YDR249C,YDR249C,4,-,960114,960114,960614
YDR251W,PAM1,4,+,960305,959805,960305
YDR253C,MET32,4,-,964317,964317,964817
YDR254W,CHL4,4,+,965038,964538,965038
YDR255C,RMD5,4,-,967856,967856,968356
YDR257C,SET7,4,-,971475,971475,971975
YDR258C,HSP78,4,-,974313,974313,974813
YDR259C,YAP6,4,-,976000,976000,976500
YDR260C,SWM1,4,-,977255,977255,977755
YDR261C,EXG2,4,-,979259,979259,979759
YDR262W,YDR262W,4,+,993120,992620,993120
YDR264C,AKR1,4,-,998417,998417,998917
YDR265W,PEX10,4,+,998605,998105,998605
YDR266C,YDR266C,4,-,1002222,1002222,1002722
YDR267C,CIA1,4,-,1003559,1003559,1004059
YDR268W,MSW1,4,+,1003962,1003462,1003962
YDR270W,CCC2,4,+,1005598,1005098,1005598
YDR272W,GLO2,4,+,1008950,1008450,1008950
YDR273W,DON1,4,+,1010130,1009630,1010130
YDR275W,BSC2,4,+,1012230,1011730,1012230
YDR279W,RNH202,4,+,1019298,1018798,1019298
YDR280W,RRP45,4,+,1020614,1020114,1020614
YDR282C,YDR282C,4,-,1024759,1024759,1025259
YDR283C,GCN2,4,-,1030265,1030265,1030765
YDR284C,DPP1,4,-,1031697,1031697,1032197
YDR285W,ZIP1,4,+,1031951,1031451,1031951
YDR287W,INM2,4,+,1035960,1035460,1035960
YDR288W,NSE3,4,+,1037146,1036646,1037146
YDR289C,RTT103,4,-,1039561,1039561,1040061
YDR291W,HRQ1,4,+,1039687,1039187,1039687
YDR292C,SRP101,4,-,1045135,1045135,1045635
YDR293C,SSD1,4,-,1049443,1049443,1049943
YDR294C,DPL1,4,-,1052294,1052294,1052794
YDR295C,HDA2,4,-,1054907,1054907,1055407
YDR296W,MHR1,4,+,1055154,1054654,1055154
YDR297W,SUR2,4,+,1056512,1056012,1056512
YDR298C,ATP5,4,-,1058972,1058972,1059472
YDR299W,BFR2,4,+,1059589,1059089,1059589
YDR300C,PRO1,4,-,1062863,1062863,1063363
YDR301W,CFT1,4,+,1063274,1062774,1063274
YDR302W,GPI11,4,+,1067666,1067166,1067666
YDR303C,RSC3,4,-,1071675,1071675,1072175
YDR304C,CPR5,4,-,1072583,1072583,1073083
YDR305C,HNT2,4,-,1073459,1073459,1073959
YDR306C,YDR306C,4,-,1075220,1075220,1075720
YDR307W,YDR307W,4,+,1075803,1075303,1075803
YDR309C,GIC2,4,-,1080246,1080246,1080746
YDR310C,SUM1,4,-,1084592,1084592,1085092
YDR311W,TFB1,4,+,1085065,1084565,1085065
YDR312W,SSF2,4,+,1087547,1087047,1087547
YDR313C,PIB1,4,-,1090165,1090165,1090665
YDR314C,RAD34,4,-,1092544,1092544,1093044
YDR315C,IPK1,4,-,1093585,1093585,1094085
YDR316W,OMS1,4,+,1093757,1093257,1093757
YDR317W,HIM1,4,+,1102159,1101659,1102159
YDR318W,MCM21,4,+,1103684,1103184,1103684
YDR319C,YFT2,4,-,1105872,1105872,1106372
YDR320C,SWA2,4,-,1108106,1108106,1108606
YDR321W,ASP1,4,+,1108669,1108169,1108669
YDR322W,MRPL35,4,+,1110576,1110076,1110576
YDR323C,PEP7,4,-,1114055,1114055,1114555
YDR324C,UTP4,4,-,1116701,1116701,1117201
YDR325W,YCG1,4,+,1117107,1116607,1117107
YDR326C,YSP2,4,-,1125109,1125109,1125609
YDR328C,SKP1,4,-,1126052,1126052,1126552
YDR329C,PEX3,4,-,1127613,1127613,1128113
YDR330W,UBX5,4,+,1127796,1127296,1127796
YDR331W,GPI8,4,+,1129545,1129045,1129545
YDR332W,IRC3,4,+,1130972,1130472,1130972
YDR333C,YDR333C,4,-,1135431,1135431,1135931
YDR334W,SWR1,4,+,1135688,1135188,1135688
YDR335W,MSN5,4,+,1140806,1140306,1140806
YDR336W,YDR336W,4,+,1145248,1144748,1145248
YDR337W,MRPS28,4,+,1146265,1145765,1146265
YDR338C,YDR338C,4,-,1149520,1149520,1150020
YDR339C,FCF1,4,-,1150526,1150526,1151026
YDR341C,YDR341C,4,-,1153657,1153657,1154157
YDR342C,HXT7,4,-,1156009,1156009,1156509
YDR345C,HXT3,4,-,1164687,1164687,1165187
YDR346C,SVF1,4,-,1168811,1168811,1169311
YDR347W,MRP1,4,+,1169109,1168609,1169109
YDR348C,YDR348C,4,-,1172019,1172019,1172519
YDR349C,YPS7,4,-,1174253,1174253,1174753
YDR350C,ATP22,4,-,1178196,1178196,1178696
YDR351W,SBE2,4,+,1178439,1177939,1178439
YDR352W,YDR352W,4,+,1181617,1181117,1181617
YDR353W,TRR1,4,+,1183245,1182745,1183245
YDR354W,TRP4,4,+,1184615,1184115,1184615
YDR356W,SPC110,4,+,1186031,1185531,1186031
YDR358W,GGA1,4,+,1190001,1189501,1190001
YDR359C,EAF1,4,-,1194873,1194873,1195373
YDR361C,BCP1,4,-,1196290,1196290,1196790
YDR362C,TFC6,4,-,1198800,1198800,1199300
YDR363W,ESC2,4,+,1199027,1198527,1199027
YDR364C,CDC40,4,-,1204236,1204236,1204736
YDR368W,YPR1,4,+,1213846,1213346,1213846
YDR369C,XRS2,4,-,1217596,1217596,1218096
YDR370C,YDR370C,4,-,1219103,1219103,1219603
YDR371W,CTS2,4,+,1219343,1218843,1219343
YDR372C,VPS74,4,-,1222405,1222405,1222905
YDR373W,FRQ1,4,+,1222639,1222139,1222639
YDR375C,BCS1,4,-,1226529,1226529,1227029
YDR376W,ARH1,4,+,1226805,1226305,1226805
YDR379W,RGA2,4,+,1230026,1229526,1230026
YDR380W,ARO10,4,+,1234106,1233606,1234106
YDR381W,YRA1,4,+,1236454,1235954,1236454
YDR381C-A,YDR381C-A,4,-,1239074,1239074,1239574
YDR383C,NKP1,4,-,1240691,1240691,1241191
YDR384C,ATO3,4,-,1242109,1242109,1242609
YDR385W,EFT2,4,+,1243177,1242677,1243177
YDR386W,MUS81,4,+,1246069,1245569,1246069
YDR387C,YDR387C,4,-,1249960,1249960,1250460
YDR388W,RVS167,4,+,1250153,1249653,1250153
YDR389W,SAC7,4,+,1252008,1251508,1252008
YDR390C,UBA2,4,-,1256869,1256869,1257369
YDR391C,YDR391C,4,-,1258060,1258060,1258560
YDR392W,SPT3,4,+,1258619,1258119,1258619
YDR394W,RPT3,4,+,1261570,1261070,1261570
YDR395W,SXM1,4,+,1263195,1262695,1263195
YDR397C,NCB2,4,-,1266941,1266941,1267441
YDR398W,UTP5,4,+,1267428,1266928,1267428
YDR399W,HPT1,4,+,1269992,1269492,1269992
YDR400W,URH1,4,+,1271036,1270536,1271036
YDR404C,RPB7,4,-,1277354,1277354,1277854
YDR405W,MRP20,4,+,1277586,1277086,1277586
YDR406W,PDR15,4,+,1279082,1278582,1279082
YDR407C,TRS120,4,-,1288011,1288011,1288511
YDR408C,ADE8,4,-,1288913,1288913,1289413
YDR409W,SIZ1,4,+,1289360,1288860,1289360
YDR410C,STE14,4,-,1293147,1293147,1293647
YDR411C,DFM1,4,-,1294409,1294409,1294909
YDR412W,RRP17,4,+,1294637,1294137,1294637
YDR414C,ERD1,4,-,1296856,1296856,1297356
YDR415C,YDR415C,4,-,1298198,1298198,1298698
YDR416W,SYF1,4,+,1298329,1297829,1298329
YDR419W,RAD30,4,+,1303161,1302661,1303161
YDR420W,HKR1,4,+,1305993,1305493,1305993
YDR421W,ARO80,4,+,1311943,1311443,1311943
YDR422C,SIP1,4,-,1317822,1317822,1318322
YDR423C,CAD1,4,-,1319240,1319240,1319740
YDR425W,SNX41,4,+,1320007,1319507,1320007
YDR427W,RPN9,4,+,1322166,1321666,1322166
YDR428C,BNA7,4,-,1324260,1324260,1324760
YDR429C,TIF35,4,-,1325312,1325312,1325812
YDR430C,CYM1,4,-,1328520,1328520,1329020
YDR432W,NPL3,4,+,1328748,1328248,1328748
YDR434W,GPI17,4,+,1331134,1330634,1331134
YDR435C,PPM1,4,-,1333974,1333974,1334474
YDR436W,PPZ2,4,+,1334569,1334069,1334569
YDR438W,THI74,4,+,1338204,1337704,1338204
YDR439W,LRS4,4,+,1339617,1339117,1339617
YDR440W,DOT1,4,+,1342391,1341891,1342391
YDR441C,APT2,4,-,1345204,1345204,1345704
YDR443C,SSN2,4,-,1350020,1350020,1350520
YDR444W,YDR444W,4,+,1350218,1349718,1350218
YDR447C,RPS17B,4,-,1355567,1355567,1356067
YDR448W,ADA2,4,+,1356005,1355505,1356005
YDR449C,UTP6,4,-,1358924,1358924,1359424
YDR450W,RPS18A,4,+,1359895,1359395,1359895
YDR451C,YHP1,4,-,1362227,1362227,1362727
YDR452W,PPN1,4,+,1362733,1362233,1362733
YDR453C,TSA2,4,-,1365394,1365394,1365894
YDR454C,GUK1,4,-,1366857,1366857,1367357
YDR456W,NHX1,4,+,1367450,1366950,1367450
YDR457W,TOM1,4,+,1369669,1369169,1369669
YDR458C,HEH2,4,-,1382088,1382088,1382588
YDR459C,PFA5,4,-,1383532,1383532,1384032
YDR460W,TFB3,4,+,1383664,1383164,1383664
YDR463W,STP1,4,+,1386781,1386281,1386781
YDR464W,SPP41,4,+,1388774,1388274,1388774
YDR465C,RMT2,4,-,1394610,1394610,1395110
YDR466W,PKH3,4,+,1395000,1394500,1395000
YDR468C,TLG1,4,-,1398745,1398745,1399245
YDR469W,SDC1,4,+,1399007,1398507,1399007
YDR470C,UGO1,4,-,1401292,1401292,1401792
YDR471W,RPL27B,4,+,1401738,1401238,1401738
YDR472W,TRS31,4,+,1403245,1402745,1403245
YDR473C,PRP3,4,-,1405918,1405918,1406418
YDR476C,YDR476C,4,-,1411138,1411138,1411638
YDR477W,SNF1,4,+,1412072,1411572,1412072
YDR478W,SNM1,4,+,1414531,1414031,1414531
YDR479C,PEX29,4,-,1416915,1416915,1417415
YDR480W,DIG2,4,+,1417318,1416818,1417318
YDR481C,PHO8,4,-,1420276,1420276,1420776
YDR483W,KRE2,4,+,1421124,1420624,1421124
YDR484W,VPS52,4,+,1422707,1422207,1422707
YDR485C,VPS72,4,-,1427227,1427227,1427727
YDR486C,VPS60,4,-,1428122,1428122,1428622
YDR487C,RIB3,4,-,1429052,1429052,1429552
YDR488C,PAC11,4,-,1430831,1430831,1431331
YDR489W,SLD5,4,+,1430996,1430496,1430996
YDR490C,PKH1,4,-,1434346,1434346,1434846
YDR492W,IZH1,4,+,1434763,1434263,1434763
YDR494W,RSM28,4,+,1436859,1436359,1436859
YDR495C,VPS3,4,-,1441188,1441188,1441688
YDR496C,PUF6,4,-,1443424,1443424,1443924
YDR497C,ITR1,4,-,1445535,1445535,1446035
YDR498C,SEC20,4,-,1447030,1447030,1447530
YDR499W,LCD1,4,+,1447784,1447284,1447784
YDR500C,RPL37B,4,-,1450894,1450894,1451394
YDR501W,PLM2,4,+,1451322,1450822,1451322
YDR502C,SAM2,4,-,1454505,1454505,1455005
YDR503C,LPP1,4,-,1455942,1455942,1456442
YDR505C,PSP1,4,-,1459402,1459402,1459902
YDR506C,YDR506C,4,-,1461565,1461565,1462065
YDR507C,GIN4,4,-,1465904,1465904,1466404
YDR508C,GNP1,4,-,1468481,1468481,1468981
YDR512C,EMI1,4,-,1470802,1470802,1471302
YDR514C,YDR514C,4,-,1473067,1473067,1473567
YDR515W,SLF1,4,+,1473206,1472706,1473206
YDR517W,GRH1,4,+,1477138,1476638,1477138
YDR518W,EUG1,4,+,1478576,1478076,1478576
YDR520C,URC2,4,-,1483494,1483494,1483994
YDR524C,AGE1,4,-,1489050,1489050,1489550
YDR527W,RBA50,4,+,1491006,1490506,1491006
YDR528W,HLR1,4,+,1494272,1493772,1494272
YDR530C,APA2,4,-,1497766,1497766,1498266
YDR531W,YDR531W,4,+,1498134,1497634,1498134
YDR532C,YDR532C,4,-,1500581,1500581,1501081
YDR533C,HSP31,4,-,1502192,1502192,1502692
YDR538W,PAD1,4,+,1510843,1510343,1510843
YDR539W,YDR539W,4,+,1512053,1511553,1512053
YDR540C,IRC4,4,-,1517743,1517743,1518243
YDR541C,YDR541C,4,-,1520854,1520854,1521354
YEL072W,RMD6,5,+,13600,13100,13600
YEL071W,DLD3,5,+,16342,15842,16342
YEL066W,HPA3,5,+,26702,26202,26702
YEL065W,SIT1,5,+,27637,27137,27637
YEL064C,AVT2,5,-,31284,31284,31784
YEL063C,CAN1,5,-,33685,33685,34185
YEL061C,CIN8,5,-,39670,39670,40170
YEL060C,PRB1,5,-,42008,42008,42508
YEL058W,PCM1,5,+,43214,42714,43214
YEL057C,YEL057C,5,-,46034,46034,46534
YEL056W,HAT2,5,+,47117,46617,47117
YEL055C,POL5,5,-,51594,51594,52094
YEL053C,MAK10,5,-,56148,56148,56648
YEL052W,AFG1,5,+,56535,56035,56535
YEL051W,VMA8,5,+,58331,57831,58331
YEL050C,RML2,5,-,60902,60902,61402
YEL047C,YEL047C,5,-,66811,66811,67311
YEL046C,GLY1,5,-,68894,68894,69394
YEL044W,IES6,5,+,69740,69240,69740
YEL043W,YEL043W,5,+,70444,69944,70444
YEL042W,GDA1,5,+,73687,73187,73687
YEL041W,YEF1,5,+,75675,75175,75675
YEL040W,UTR2,5,+,78037,77537,78037
YEL038W,UTR4,5,+,80415,79915,80415
YEL037C,RAD23,5,-,82762,82762,83262
YEL036C,ANP1,5,-,84697,84697,85197
YEL032W,MCM3,5,+,86886,86386,86886
YEL031W,SPF1,5,+,90227,89727,90227
YEL029C,BUD16,5,-,97861,97861,98361
YEL025C,YEL025C,5,-,106164,106164,106664
YEL024W,RIP1,5,+,107199,106699,107199
YEL023C,YEL023C,5,-,111113,111113,111613
YEL022W,GEA2,5,+,111354,110854,111354
YEL019C,MMS21,5,-,121311,121311,121811
YEL018W,EAF5,5,+,121467,120967,121467
YEL017W,GTT3,5,+,123647,123147,123647
YEL016C,NPP2,5,-,126396,126396,126896
YEL015W,EDC3,5,+,126596,126096,126596
YEL013W,VAC8,5,+,128588,128088,128588
YEL012W,UBC8,5,+,131677,131177,131677
YEL009C,GCN4,5,-,140334,140334,140834
YEL007W,YEL007W,5,+,141639,141139,141639
YEL006W,YEA6,5,+,144269,143769,144269
YEL005C,VAB2,5,-,146790,146790,147290
YEL004W,YEA4,5,+,146918,146418,146918
YEL002C,WBP1,5,-,150063,150063,150563
YEL001C,IRC22,5,-,151004,151004,151504
YER001W,MNN1,5,+,153470,152970,153470
YER002W,NOP16,5,+,156753,156253,156753
YER003C,PMI40,5,-,159161,159161,159661
YER004W,FMP52,5,+,159569,159069,159569
YER006W,NUG1,5,+,162695,162195,162695
YER007W,PAC2,5,+,164503,164003,164503
YER007C-A,TMA20,5,-,166924,166924,167424
YER008C,SEC3,5,-,171883,171883,172383
YER010C,YER010C,5,-,173366,173366,173866
YER011W,TIR1,5,+,175193,174693,175193
YER012W,PRE1,5,+,177772,177272,177772
YER013W,PRP22,5,+,178806,178306,178806
YER014W,HEM14,5,+,182568,182068,182568
YER015W,FAA2,5,+,184518,184018,184518
YER016W,BIM1,5,+,188242,187742,188242
YER017C,AFG3,5,-,191868,191868,192368
YER018C,SPC25,5,-,192686,192686,193186
YER019W,ISC1,5,+,192883,192383,192883
YER020W,GPA2,5,+,195073,194573,195073
YER021W,RPN3,5,+,196885,196385,196885
YER022W,SRB4,5,+,198775,198275,198775
YER023W,PRO3,5,+,201039,200539,201039
