orf_name,name,chr,strand,TSS,promoter_start,promoter_stop
YDL090C,RAM1,4,-,296315,296315,296515
YDL089W,YDL089W,4,+,296494,296294,296494
YDL088C,ASM4,4,-,300131,300131,300331
YDL087C,LUC7,4,-,301015,301015,301215
YDL086W,YDL086W,4,+,301408,301208,301408
YDL084W,SUB2,4,+,305121,304921,305121
YDL083C,RPS16B,4,-,307819,307819,308019
YDL082W,RPL13A,4,+,308352,308152,308352
YDL080C,THI3,4,-,312680,312680,312880
YDL079C,MRK1,4,-,314982,314982,315182
YDL078C,MDH3,4,-,316460,316460,316660
YDL077C,VAM6,4,-,320290,320290,320490
YDL076C,RXT3,4,-,321675,321675,321875
YDL075W,RPL31A,4,+,322195,321995,322195
YDL074C,BRE1,4,-,326221,326221,326421
YDL073W,YDL073W,4,+,326433,326233,326433
YDL072C,YET3,4,-,330518,330518,330718
YDL070W,BDF2,4,+,330993,330793,330993
YDL069C,CBS1,4,-,333642,333642,333842
YDL066W,IDP1,4,+,334818,334618,334818
YDL065C,PEX19,4,-,337318,337318,337518
YDL064W,UBC9,4,+,337447,337247,337447
YDL063C,YDL063C,4,-,340202,340202,340402
YDL061C,RPS29B,4,-,341215,341215,341415
YDL060W,TSR1,4,+,341599,341399,341599
YDL059C,RAD59,4,-,345066,345066,345266
YDL058W,USO1,4,+,345585,345385,345585
YDL057W,YDL057W,4,+,351387,351187,351387
YDL056W,MBP1,4,+,352762,352562,352762
YDL055C,PSA1,4,-,356908,356908,357108
YDL054C,MCH1,4,-,361371,361371,361571
YDL053C,PBP4,4,-,362454,362454,362654
YDL052C,SLC1,4,-,363619,363619,363819
YDL051W,LHP1,4,+,363910,363710,363910
YDL049C,KNH1,4,-,366051,366051,366251
YDL047W,SIT4,4,+,369564,369364,369564
YDL046W,NPC2,4,+,371170,370970,371170
YDL045C,FAD1,4,-,373741,373741,373941
YDL044C,MTF2,4,-,375291,375291,375491
YDL043C,PRP11,4,-,376530,376530,376730
YDL042C,SIR2,4,-,378502,378502,378702
YDL040C,NAT1,4,-,381462,381462,381662
YDL037C,BSC1,4,-,385763,385763,385963
YDL036C,PUS9,4,-,388879,388879,389079
YDL035C,GPR1,4,-,392339,392339,392539
YDL033C,SLM3,4,-,393957,393957,394157
YDL031W,DBP10,4,+,394162,393962,394162
YDL030W,PRP9,4,+,397456,397256,397456
YDL029W,ARP2,4,+,399310,399110,399310
YDL028C,MPS1,4,-,403413,403413,403613
YDL027C,YDL027C,4,-,405001,405001,405201
YDL025C,YDL025C,4,-,407414,407414,407614
YDL022W,GPD1,4,+,411758,411558,411758
YDL021W,GPM2,4,+,413916,413716,413916
YDL020C,RPN4,4,-,416950,416950,417150
YDL019C,OSH2,4,-,421722,421722,421922
YDL018C,ERP3,4,-,423568,423568,423768
YDL017W,CDC7,4,+,424184,423984,424184
YDL015C,TSC13,4,-,426978,426978,427178
YDL014W,NOP1,4,+,427219,427019,427219
YDL013W,SLX5,4,+,428928,428728,428928
YDL010W,GRX6,4,+,432295,432095,432295
YDL007W,RPT2,4,+,438007,437807,438007
YDL006W,PTC1,4,+,439559,439359,439559
YDL005C,MED2,4,-,442347,442347,442547
YDL003W,MCD1,4,+,444583,444383,444583
YDL002C,NHP10,4,-,447646,447646,447846
YDL001W,RMD1,4,+,447924,447724,447924
YDR001C,NTH1,4,-,452542,452542,452742
YDR002W,YRB1,4,+,452988,452788,452988
YDR003W,RCR2,4,+,454002,453802,454002
YDR004W,RAD57,4,+,455238,455038,455238
YDR005C,MAF1,4,-,458218,458218,458418
YDR006C,SOK1,4,-,461396,461396,461596
YDR007W,TRP1,4,+,461806,461606,461806
YDR011W,SNQ2,4,+,465596,465396,465596
YDR014W,RAD61,4,+,474052,473852,474052
YDR017C,KCS1,4,-,482279,482279,482479
YDR018C,YDR018C,4,-,483926,483926,484126
YDR019C,GCV1,4,-,485367,485367,485567
YDR020C,DAS2,4,-,486571,486571,486771
YDR021W,FAL1,4,+,486695,486495,486695
YDR022C,CIS1,4,-,488688,488688,488888
YDR023W,SES1,4,+,489472,489272,489472
YDR025W,RPS11A,4,+,491499,491299,491499
YDR026C,YDR026C,4,-,494409,494409,494609
YDR027C,VPS54,4,-,497433,497433,497633
YDR028C,REG1,4,-,501357,501357,501557
YDR030C,RAD28,4,-,503279,503279,503479
YDR032C,PST2,4,-,504762,504762,504962
YDR033W,MRH1,4,+,507899,507699,507899
YDR034C,LYS14,4,-,512246,512246,512446
YDR035W,ARO3,4,+,521785,521585,521785
YDR036C,EHD3,4,-,524764,524764,524964
YDR037W,KRS1,4,+,525408,525208,525408
YDR040C,ENA1,4,-,538910,538910,539110
YDR041W,RSM10,4,+,539793,539593,539793
YDR042C,YDR042C,4,-,541276,541276,541476
YDR043C,NRG1,4,-,543570,543570,543770
YDR044W,HEM13,4,+,546491,546291,546491
YDR046C,BAP3,4,-,550665,550665,550865
YDR047W,HEM12,4,+,551735,551535,551735
YDR049W,YDR049W,4,+,553227,553027,553227
YDR050C,TPI1,4,-,556501,556501,556701
YDR051C,YDR051C,4,-,558105,558105,558305
YDR052C,DBF4,4,-,560779,560779,560979
YDR054C,CDC34,4,-,562500,562500,562700
YDR055W,PST1,4,+,563465,563265,563465
YDR056C,YDR056C,4,-,565697,565697,565897
YDR057W,YOS9,4,+,565889,565689,565889
YDR058C,TGL2,4,-,568741,568741,568941
YDR059C,UBC5,4,-,569835,569835,570035
YDR060W,MAK21,4,+,570556,570356,570556
YDR062W,LCB2,4,+,576094,575894,576094
YDR064W,RPS13,4,+,579424,579224,579424
YDR065W,YDR065W,4,+,580686,580486,580686
YDR066C,RTR2,4,-,582619,582619,582819
YDR067C,OCA6,4,-,583539,583539,583739
YDR068W,DOS2,4,+,583664,583464,583664
YDR069C,DOA4,4,-,587808,587808,588008
YDR071C,PAA1,4,-,589464,589464,589664
YDR072C,IPT1,4,-,591469,591469,591669
YDR073W,SNF11,4,+,592367,592167,592367
YDR074W,TPS2,4,+,593670,593470,593670
YDR075W,PPH3,4,+,596980,596780,596980
YDR076W,RAD55,4,+,598428,598228,598428
YDR077W,SED1,4,+,600748,600548,600748
YDR078C,SHU2,4,-,602884,602884,603084
YDR080W,VPS41,4,+,603969,603769,603969
YDR081C,PDC2,4,-,610166,610166,610366
YDR082W,STN1,4,+,610347,610147,610347
YDR083W,RRP8,4,+,612049,611849,612049
YDR084C,TVP23,4,-,614028,614028,614228
YDR085C,AFR1,4,-,615273,615273,615473
YDR087C,RRP1,4,-,618333,618333,618533
YDR088C,SLU7,4,-,619822,619822,620022
YDR089W,YDR089W,4,+,621989,621789,621989
YDR090C,YDR090C,4,-,626110,626110,626310
YDR091C,RLI1,4,-,628589,628589,628789
YDR092W,UBC13,4,+,629850,629650,629850
YDR093W,DNF2,4,+,631018,630818,631018
YDR096W,GIS1,4,+,636839,636639,636839
YDR097C,MSH6,4,-,643873,643873,644073
YDR099W,BMH2,4,+,652716,652516,652716
YDR101C,ARX1,4,-,657492,657492,657692
YDR103W,STE5,4,+,657714,657514,657714
YDR104C,SPO71,4,-,664957,664957,665157
YDR105C,TMS1,4,-,666819,666819,667019
YDR107C,TMN2,4,-,671047,671047,671247
YDR108W,GSG1,4,+,671231,671031,671231
YDR109C,YDR109C,4,-,675656,675656,675856
YDR110W,FOB1,4,+,676062,675862,676062
YDR111C,ALT2,4,-,679954,679954,680154
YDR113C,PDS1,4,-,681717,681717,681917
YDR116C,MRPL1,4,-,683586,683586,683786
YDR117C,TMA64,4,-,685666,685666,685866
YDR118W,APC4,4,+,685842,685642,685842
YDR119W,VBA4,4,+,688130,687930,688130
YDR120C,TRM1,4,-,693232,693232,693432
YDR121W,DPB4,4,+,693448,693248,693448
YDR122W,KIN1,4,+,694410,694210,694410
YDR124W,YDR124W,4,+,699858,699658,699858
YDR125C,ECM18,4,-,702875,702875,703075
YDR126W,SWF1,4,+,703227,703027,703227
YDR127W,ARO1,4,+,704412,704212,704412
YDR128W,MTC5,4,+,709513,709313,709513
YDR129C,SAC6,4,-,715450,715450,715650
YDR130C,FIN1,4,-,716648,716648,716848
YDR132C,YDR132C,4,-,720422,720422,720622
YDR135C,YCF1,4,-,727604,727604,727804
YDR137W,RGP1,4,+,728172,727972,728172
YDR140W,MTQ2,4,+,734122,733922,734122
YDR141C,DOP1,4,-,740043,740043,740243
YDR142C,PEX7,4,-,741775,741775,741975
YDR143C,SAN1,4,-,744018,744018,744218
YDR144C,MKC7,4,-,746239,746239,746439
YDR145W,TAF12,4,+,746670,746470,746670
YDR146C,SWI5,4,-,750904,750904,751104
YDR147W,EKI1,4,+,751197,750997,751197
YDR148C,KGD2,4,-,755317,755317,755517
YDR150W,NUM1,4,+,755564,755364,755564
YDR151C,CTH1,4,-,765330,765330,765530
YDR152W,GIR2,4,+,765637,765437,765637
YDR153C,ENT5,4,-,768120,768120,768320
YDR158W,HOM2,4,+,770320,770120,770320
YDR159W,SAC3,4,+,771785,771585,771785
YDR160W,SSY1,4,+,775983,775783,775983
YDR161W,YDR161W,4,+,779014,778814,779014
YDR162C,NBP2,4,-,781230,781230,781430
YDR163W,CWC15,4,+,781348,781148,781348
YDR164C,SEC1,4,-,784265,784265,784465
YDR165W,TRM82,4,+,784832,784632,784832
YDR166C,SEC5,4,-,789292,789292,789492
YDR167W,TAF10,4,+,789418,789218,789418
YDR168W,CDC37,4,+,790286,790086,790286
YDR169C,STB3,4,-,794253,794253,794453
YDR170C,SEC7,4,-,802407,802407,802607
YDR171W,HSP42,4,+,806533,806333,806533
YDR172W,SUP35,4,+,808278,808078,808278
YDR173C,ARG82,4,-,811675,811675,811875
YDR174W,HMO1,4,+,812085,811885,812085
YDR175C,RSM24,4,-,814205,814205,814405
YDR176W,NGG1,4,+,814421,814221,814421
YDR177W,UBC1,4,+,816778,816578,816778
YDR178W,SDH4,4,+,817846,817646,817846
YDR179W-A,YDR179W-A,4,+,819338,819138,819338
YDR180W,SCC2,4,+,821150,820950,821150
YDR181C,SAS4,4,-,827412,827412,827612
YDR182W,CDC1,4,+,827530,827330,827530
YDR183W,PLP1,4,+,829528,829328,829528
YDR184C,ATC1,4,-,831540,831540,831740
YDR185C,YDR185C,4,-,832577,832577,832777
YDR186C,YDR186C,4,-,835682,835682,835882
YDR188W,CCT6,4,+,836365,836165,836365
YDR189W,SLY1,4,+,838348,838148,838348
YDR190C,RVB1,4,-,842052,842052,842252
YDR191W,HST4,4,+,842297,842097,842297
YDR192C,NUP42,4,-,844938,844938,845138
YDR194C,MSS116,4,-,847967,847967,848167
YDR195W,REF2,4,+,848362,848162,848362
YDR196C,YDR196C,4,-,850997,850997,851197
YDR197W,CBS2,4,+,851193,850993,851193
YDR198C,RKM2,4,-,853996,853996,854196
YDR200C,VPS64,4,-,856156,856156,856356
YDR202C,RAV2,4,-,857982,857982,858182
YDR204W,COQ4,4,+,858127,857927,858127
YDR205W,MSC2,4,+,859343,859143,859343
YDR206W,EBS1,4,+,861772,861572,861772
YDR207C,UME6,4,-,867609,867609,867809
YDR208W,MSS4,4,+,868098,867898,868098
YDR211W,GCD6,4,+,884670,884470,884670
YDR212W,TCP1,4,+,887146,886946,887146
YDR213W,UPC2,4,+,889530,889330,889530
YDR214W,AHA1,4,+,892741,892541,892741
YDR216W,ADR1,4,+,894533,894333,894533
YDR217C,RAD9,4,-,903534,903534,903734
YDR219C,MFB1,4,-,907073,907073,907273
YDR221W,GTB1,4,+,907327,907127,907327
YDR222W,YDR222W,4,+,910015,909815,910015
YDR223W,CRF1,4,+,911650,911450,911650
YDR226W,ADK1,4,+,916460,916260,916460
YDR227W,SIR4,4,+,917455,917255,917455
YDR228C,PCF11,4,-,923880,923880,924080
YDR229W,IVY1,4,+,924689,924489,924689
YDR231C,COX20,4,-,926937,926937,927137
YDR232W,HEM1,4,+,927216,927016,927216
YDR233C,RTN1,4,-,930393,930393,930593
YDR234W,LYS4,4,+,930988,930788,930988
YDR235W,PRP42,4,+,933501,933301,933501
YDR236C,FMN1,4,-,935914,935914,936114
YDR237W,MRPL7,4,+,936470,936270,936470
YDR238C,SEC26,4,-,940846,940846,941046
YDR239C,YDR239C,4,-,943426,943426,943626
YDR240C,SNU56,4,-,945169,945169,945369
YDR242W,AMD2,4,+,946708,946508,946708
YDR243C,PRP28,4,-,950313,950313,950513
YDR244W,PEX5,4,+,950535,950335,950535
YDR245W,MNN10,4,+,952734,952534,952734
YDR246W,TRS23,4,+,954250,954050,954250
YDR247W,VHS1,4,+,955641,955441,955641
YDR248C,YDR248C,4,-,958394,958394,958594
YDR249C,YDR249C,4,-,960114,960114,960314
YDR251W,PAM1,4,+,960305,960105,960305
YDR253C,MET32,4,-,964317,964317,964517
YDR254W,CHL4,4,+,965038,964838,965038
YDR255C,RMD5,4,-,967856,967856,968056
YDR257C,SET7,4,-,971475,971475,971675
YDR258C,HSP78,4,-,974313,974313,974513
YDR259C,YAP6,4,-,976000,976000,976200
YDR260C,SWM1,4,-,977255,977255,977455
YDR261C,EXG2,4,-,979259,979259,979459
YDR262W,YDR262W,4,+,993120,992920,993120
YDR264C,AKR1,4,-,998417,998417,998617
YDR265W,PEX10,4,+,998605,998405,998605
YDR266C,YDR266C,4,-,1002222,1002222,1002422
YDR267C,CIA1,4,-,1003559,1003559,1003759
YDR268W,MSW1,4,+,1003962,1003762,1003962
YDR270W,CCC2,4,+,1005598,1005398,1005598
YDR272W,GLO2,4,+,1008950,1008750,1008950
YDR273W,DON1,4,+,1010130,1009930,1010130
YDR275W,BSC2,4,+,1012230,1012030,1012230
YDR279W,RNH202,4,+,1019298,1019098,1019298
YDR280W,RRP45,4,+,1020614,1020414,1020614
YDR282C,YDR282C,4,-,1024759,1024759,1024959
YDR283C,GCN2,4,-,1030265,1030265,1030465
YDR284C,DPP1,4,-,1031697,1031697,1031897
YDR285W,ZIP1,4,+,1031951,1031751,1031951
YDR287W,INM2,4,+,1035960,1035760,1035960
YDR288W,NSE3,4,+,1037146,1036946,1037146
YDR289C,RTT103,4,-,1039561,1039561,1039761
YDR291W,HRQ1,4,+,1039687,1039487,1039687
YDR292C,SRP101,4,-,1045135,1045135,1045335
YDR293C,SSD1,4,-,1049443,1049443,1049643
YDR294C,DPL1,4,-,1052294,1052294,1052494
YDR295C,HDA2,4,-,1054907,1054907,1055107
YDR296W,MHR1,4,+,1055154,1054954,1055154
YDR297W,SUR2,4,+,1056512,1056312,1056512
YDR298C,ATP5,4,-,1058972,1058972,1059172
YDR299W,BFR2,4,+,1059589,1059389,1059589
YDR300C,PRO1,4,-,1062863,1062863,1063063
YDR301W,CFT1,4,+,1063274,1063074,1063274
YDR302W,GPI11,4,+,1067666,1067466,1067666
YDR303C,RSC3,4,-,1071675,1071675,1071875
YDR304C,CPR5,4,-,1072583,1072583,1072783
YDR305C,HNT2,4,-,1073459,1073459,1073659
YDR306C,YDR306C,4,-,1075220,1075220,1075420
YDR307W,YDR307W,4,+,1075803,1075603,1075803
YDR309C,GIC2,4,-,1080246,1080246,1080446
YDR310C,SUM1,4,-,1084592,1084592,1084792
YDR311W,TFB1,4,+,1085065,1084865,1085065
YDR312W,SSF2,4,+,1087547,1087347,1087547
YDR313C,PIB1,4,-,1090165,1090165,1090365
YDR314C,RAD34,4,-,1092544,1092544,1092744
YDR315C,IPK1,4,-,1093585,1093585,1093785
YDR316W,OMS1,4,+,1093757,1093557,1093757
YDR317W,HIM1,4,+,1102159,1101959,1102159
YDR318W,MCM21,4,+,1103684,1103484,1103684
YDR319C,YFT2,4,-,1105872,1105872,1106072
YDR320C,SWA2,4,-,1108106,1108106,1108306
YDR321W,ASP1,4,+,1108669,1108469,1108669
YDR322W,MRPL35,4,+,1110576,1110376,1110576
YDR323C,PEP7,4,-,1114055,1114055,1114255
YDR324C,UTP4,4,-,1116701,1116701,1116901
YDR325W,YCG1,4,+,1117107,1116907,1117107
YDR326C,YSP2,4,-,1125109,1125109,1125309
YDR328C,SKP1,4,-,1126052,1126052,1126252
YDR329C,PEX3,4,-,1127613,1127613,1127813
YDR330W,UBX5,4,+,1127796,1127596,1127796
YDR331W,GPI8,4,+,1129545,1129345,1129545
YDR332W,IRC3,4,+,1130972,1130772,1130972
YDR333C,YDR333C,4,-,1135431,1135431,1135631
YDR334W,SWR1,4,+,1135688,1135488,1135688
YDR335W,MSN5,4,+,1140806,1140606,1140806
YDR336W,YDR336W,4,+,1145248,1145048,1145248
YDR337W,MRPS28,4,+,1146265,1146065,1146265
YDR338C,YDR338C,4,-,1149520,1149520,1149720
YDR339C,FCF1,4,-,1150526,1150526,1150726
YDR341C,YDR341C,4,-,1153657,1153657,1153857
YDR342C,HXT7,4,-,1156009,1156009,1156209
YDR345C,HXT3,4,-,1164687,1164687,1164887
YDR346C,SVF1,4,-,1168811,1168811,1169011
YDR347W,MRP1,4,+,1169109,1168909,1169109
YDR348C,YDR348C,4,-,1172019,1172019,1172219
YDR349C,YPS7,4,-,1174253,1174253,1174453
YDR350C,ATP22,4,-,1178196,1178196,1178396
YDR351W,SBE2,4,+,1178439,1178239,1178439
YDR352W,YDR352W,4,+,1181617,1181417,1181617
YDR353W,TRR1,4,+,1183245,1183045,1183245
YDR354W,TRP4,4,+,1184615,1184415,1184615
YDR356W,SPC110,4,+,1186031,1185831,1186031
YDR358W,GGA1,4,+,1190001,1189801,1190001
YDR359C,EAF1,4,-,1194873,1194873,1195073
YDR361C,BCP1,4,-,1196290,1196290,1196490
YDR362C,TFC6,4,-,1198800,1198800,1199000
YDR363W,ESC2,4,+,1199027,1198827,1199027
YDR364C,CDC40,4,-,1204236,1204236,1204436
YDR368W,YPR1,4,+,1213846,1213646,1213846
YDR369C,XRS2,4,-,1217596,1217596,1217796
YDR370C,YDR370C,4,-,1219103,1219103,1219303
YDR371W,CTS2,4,+,1219343,1219143,1219343
YDR372C,VPS74,4,-,1222405,1222405,1222605
YDR373W,FRQ1,4,+,1222639,1222439,1222639
YDR375C,BCS1,4,-,1226529,1226529,1226729
YDR376W,ARH1,4,+,1226805,1226605,1226805
YDR379W,RGA2,4,+,1230026,1229826,1230026
YDR380W,ARO10,4,+,1234106,1233906,1234106
YDR381W,YRA1,4,+,1236454,1236254,1236454
YDR381C-A,YDR381C-A,4,-,1239074,1239074,1239274
YDR383C,NKP1,4,-,1240691,1240691,1240891
YDR384C,ATO3,4,-,1242109,1242109,1242309
YDR385W,EFT2,4,+,1243177,1242977,1243177
YDR386W,MUS81,4,+,1246069,1245869,1246069
YDR387C,YDR387C,4,-,1249960,1249960,1250160
YDR388W,RVS167,4,+,1250153,1249953,1250153
YDR389W,SAC7,4,+,1252008,1251808,1252008
YDR390C,UBA2,4,-,1256869,1256869,1257069
YDR391C,YDR391C,4,-,1258060,1258060,1258260
YDR392W,SPT3,4,+,1258619,1258419,1258619
YDR394W,RPT3,4,+,1261570,1261370,1261570
YDR395W,SXM1,4,+,1263195,1262995,1263195
YDR397C,NCB2,4,-,1266941,1266941,1267141
YDR398W,UTP5,4,+,1267428,1267228,1267428
YDR399W,HPT1,4,+,1269992,1269792,1269992
YDR400W,URH1,4,+,1271036,1270836,1271036
YDR404C,RPB7,4,-,1277354,1277354,1277554
YDR405W,MRP20,4,+,1277586,1277386,1277586
YDR406W,PDR15,4,+,1279082,1278882,1279082
YDR407C,TRS120,4,-,1288011,1288011,1288211
YDR408C,ADE8,4,-,1288913,1288913,1289113
YDR409W,SIZ1,4,+,1289360,1289160,1289360
YDR410C,STE14,4,-,1293147,1293147,1293347
YDR411C,DFM1,4,-,1294409,1294409,1294609
YDR412W,RRP17,4,+,1294637,1294437,1294637
YDR414C,ERD1,4,-,1296856,1296856,1297056
YDR415C,YDR415C,4,-,1298198,1298198,1298398
YDR416W,SYF1,4,+,1298329,1298129,1298329
YDR419W,RAD30,4,+,1303161,1302961,1303161
YDR420W,HKR1,4,+,1305993,1305793,1305993
YDR421W,ARO80,4,+,1311943,1311743,1311943
YDR422C,SIP1,4,-,1317822,1317822,1318022
YDR423C,CAD1,4,-,1319240,1319240,1319440
YDR425W,SNX41,4,+,1320007,1319807,1320007
YDR427W,RPN9,4,+,1322166,1321966,1322166
YDR428C,BNA7,4,-,1324260,1324260,1324460
YDR429C,TIF35,4,-,1325312,1325312,1325512
YDR430C,CYM1,4,-,1328520,1328520,1328720
YDR432W,NPL3,4,+,1328748,1328548,1328748
YDR434W,GPI17,4,+,1331134,1330934,1331134
YDR435C,PPM1,4,-,1333974,1333974,1334174
YDR436W,PPZ2,4,+,1334569,1334369,1334569
YDR438W,THI74,4,+,1338204,1338004,1338204
YDR439W,LRS4,4,+,1339617,1339417,1339617
YDR440W,DOT1,4,+,1342391,1342191,1342391
YDR441C,APT2,4,-,1345204,1345204,1345404
YDR443C,SSN2,4,-,1350020,1350020,1350220
YDR444W,YDR444W,4,+,1350218,1350018,1350218
YDR447C,RPS17B,4,-,1355567,1355567,1355767
YDR448W,ADA2,4,+,1356005,1355805,1356005
YDR449C,UTP6,4,-,1358924,1358924,1359124
YDR450W,RPS18A,4,+,1359895,1359695,1359895
YDR451C,YHP1,4,-,1362227,1362227,1362427
YDR452W,PPN1,4,+,1362733,1362533,1362733
YDR453C,TSA2,4,-,1365394,1365394,1365594
YDR454C,GUK1,4,-,1366857,1366857,1367057
YDR456W,NHX1,4,+,1367450,1367250,1367450
YDR457W,TOM1,4,+,1369669,1369469,1369669
YDR458C,HEH2,4,-,1382088,1382088,1382288
YDR459C,PFA5,4,-,1383532,1383532,1383732
YDR460W,TFB3,4,+,1383664,1383464,1383664
YDR463W,STP1,4,+,1386781,1386581,1386781
YDR464W,SPP41,4,+,1388774,1388574,1388774
YDR465C,RMT2,4,-,1394610,1394610,1394810
YDR466W,PKH3,4,+,1395000,1394800,1395000
YDR468C,TLG1,4,-,1398745,1398745,1398945
YDR469W,SDC1,4,+,1399007,1398807,1399007
YDR470C,UGO1,4,-,1401292,1401292,1401492
YDR471W,RPL27B,4,+,1401738,1401538,1401738
YDR472W,TRS31,4,+,1403245,1403045,1403245
YDR473C,PRP3,4,-,1405918,1405918,1406118
YDR476C,YDR476C,4,-,1411138,1411138,1411338
YDR477W,SNF1,4,+,1412072,1411872,1412072
YDR478W,SNM1,4,+,1414531,1414331,1414531
YDR479C,PEX29,4,-,1416915,1416915,1417115
YDR480W,DIG2,4,+,1417318,1417118,1417318
YDR481C,PHO8,4,-,1420276,1420276,1420476
YDR483W,KRE2,4,+,1421124,1420924,1421124
YDR484W,VPS52,4,+,1422707,1422507,1422707
YDR485C,VPS72,4,-,1427227,1427227,1427427
YDR486C,VPS60,4,-,1428122,1428122,1428322
YDR487C,RIB3,4,-,1429052,1429052,1429252
YDR488C,PAC11,4,-,1430831,1430831,1431031
YDR489W,SLD5,4,+,1430996,1430796,1430996
YDR490C,PKH1,4,-,1434346,1434346,1434546
YDR492W,IZH1,4,+,1434763,1434563,1434763
YDR494W,RSM28,4,+,1436859,1436659,1436859
YDR495C,VPS3,4,-,1441188,1441188,1441388
YDR496C,PUF6,4,-,1443424,1443424,1443624
YDR497C,ITR1,4,-,1445535,1445535,1445735
YDR498C,SEC20,4,-,1447030,1447030,1447230
YDR499W,LCD1,4,+,1447784,1447584,1447784
YDR500C,RPL37B,4,-,1450894,1450894,1451094
YDR501W,PLM2,4,+,1451322,1451122,1451322
YDR502C,SAM2,4,-,1454505,1454505,1454705
YDR503C,LPP1,4,-,1455942,1455942,1456142
YDR505C,PSP1,4,-,1459402,1459402,1459602
YDR506C,YDR506C,4,-,1461565,1461565,1461765
YDR507C,GIN4,4,-,1465904,1465904,1466104
YDR508C,GNP1,4,-,1468481,1468481,1468681
YDR512C,EMI1,4,-,1470802,1470802,1471002
YDR514C,YDR514C,4,-,1473067,1473067,1473267
YDR515W,SLF1,4,+,1473206,1473006,1473206
YDR517W,GRH1,4,+,1477138,1476938,1477138
YDR518W,EUG1,4,+,1478576,1478376,1478576
YDR520C,URC2,4,-,1483494,1483494,1483694
YDR524C,AGE1,4,-,1489050,1489050,1489250
YDR527W,RBA50,4,+,1491006,1490806,1491006
YDR528W,HLR1,4,+,1494272,1494072,1494272
YDR530C,APA2,4,-,1497766,1497766,1497966
YDR531W,YDR531W,4,+,1498134,1497934,1498134
YDR532C,YDR532C,4,-,1500581,1500581,1500781
YDR533C,HSP31,4,-,1502192,1502192,1502392
YDR538W,PAD1,4,+,1510843,1510643,1510843
YDR539W,YDR539W,4,+,1512053,1511853,1512053
YDR540C,IRC4,4,-,1517743,1517743,1517943
YDR541C,YDR541C,4,-,1520854,1520854,1521054
YEL072W,RMD6,5,+,13600,13400,13600
YEL071W,DLD3,5,+,16342,16142,16342
YEL066W,HPA3,5,+,26702,26502,26702
YEL065W,SIT1,5,+,27637,27437,27637
YEL064C,AVT2,5,-,31284,31284,31484
YEL063C,CAN1,5,-,33685,33685,33885
YEL061C,CIN8,5,-,39670,39670,39870
YEL060C,PRB1,5,-,42008,42008,42208
YEL058W,PCM1,5,+,43214,43014,43214
YEL057C,YEL057C,5,-,46034,46034,46234
YEL056W,HAT2,5,+,47117,46917,47117
YEL055C,POL5,5,-,51594,51594,51794
YEL053C,MAK10,5,-,56148,56148,56348
YEL052W,AFG1,5,+,56535,56335,56535
YEL051W,VMA8,5,+,58331,58131,58331
YEL050C,RML2,5,-,60902,60902,61102
YEL047C,YEL047C,5,-,66811,66811,67011
YEL046C,GLY1,5,-,68894,68894,69094
YEL044W,IES6,5,+,69740,69540,69740
YEL043W,YEL043W,5,+,70444,70244,70444
YEL042W,GDA1,5,+,73687,73487,73687
YEL041W,YEF1,5,+,75675,75475,75675
YEL040W,UTR2,5,+,78037,77837,78037
YEL038W,UTR4,5,+,80415,80215,80415
YEL037C,RAD23,5,-,82762,82762,82962
YEL036C,ANP1,5,-,84697,84697,84897
YEL032W,MCM3,5,+,86886,86686,86886
YEL031W,SPF1,5,+,90227,90027,90227
YEL029C,BUD16,5,-,97861,97861,98061
YEL025C,YEL025C,5,-,106164,106164,106364
YEL024W,RIP1,5,+,107199,106999,107199
YEL023C,YEL023C,5,-,111113,111113,111313
YEL022W,GEA2,5,+,111354,111154,111354
YEL019C,MMS21,5,-,121311,121311,121511
YEL018W,EAF5,5,+,121467,121267,121467
YEL017W,GTT3,5,+,123647,123447,123647
YEL016C,NPP2,5,-,126396,126396,126596
YEL015W,EDC3,5,+,126596,126396,126596
YEL013W,VAC8,5,+,128588,128388,128588
YEL012W,UBC8,5,+,131677,131477,131677
YEL009C,GCN4,5,-,140334,140334,140534
YEL007W,YEL007W,5,+,141639,141439,141639
YEL006W,YEA6,5,+,144269,144069,144269
YEL005C,VAB2,5,-,146790,146790,146990
YEL004W,YEA4,5,+,146918,146718,146918
YEL002C,WBP1,5,-,150063,150063,150263
YEL001C,IRC22,5,-,151004,151004,151204
YER001W,MNN1,5,+,153470,153270,153470
YER002W,NOP16,5,+,156753,156553,156753
YER003C,PMI40,5,-,159161,159161,159361
YER004W,FMP52,5,+,159569,159369,159569
YER006W,NUG1,5,+,162695,162495,162695
YER007W,PAC2,5,+,164503,164303,164503
YER007C-A,TMA20,5,-,166924,166924,167124
YER008C,SEC3,5,-,171883,171883,172083
YER010C,YER010C,5,-,173366,173366,173566
YER011W,TIR1,5,+,175193,174993,175193
YER012W,PRE1,5,+,177772,177572,177772
YER013W,PRP22,5,+,178806,178606,178806
YER014W,HEM14,5,+,182568,182368,182568
YER015W,FAA2,5,+,184518,184318,184518
YER016W,BIM1,5,+,188242,188042,188242
YER017C,AFG3,5,-,191868,191868,192068
YER018C,SPC25,5,-,192686,192686,192886
YER019W,ISC1,5,+,192883,192683,192883
YER020W,GPA2,5,+,195073,194873,195073
YER021W,RPN3,5,+,196885,196685,196885
YER022W,SRB4,5,+,198775,198575,198775
YER023W,PRO3,5,+,201039,200839,201039
