chromosome,position,NCP_score,NCP_score/noise_ratio
5,272068,3.44,1.416
5,272217,4.85,5.774
5,272499,1.97,1.5759999999999998
5,272668,9.57,2.6660000000000004
5,272811,3.46,0.82
5,272963,2.45,0.593
5,273156,4.04,1.151
5,273276,3.99,1.758
5,273441,1.76,0.746
5,273573,3.39,1.413
5,273752,1.51,0.614
5,273897,2.3,0.728
5,274041,1.29,0.573
5,274194,2.95,5.566
5,274327,0.38,0.40399999999999997
5,274448,1.67,1.031
5,274618,1.93,0.737
5,274812,2.8,0.812
5,275048,4.84,1.2009999999999998
5,275180,4.43,1.178
5,275329,6.02,2.221
5,275503,8.99,2.43
5,275662,8.03,1.676
5,275842,7.05,1.9
5,276004,7.77,1.27
5,276205,3.73,1.486
5,276315,1.5,0.6
5,276556,7.01,2.434
5,276723,2.24,1.082
5,276882,2.95,1.891
5,277030,4.21,1.776
5,277211,3.35,1.595
5,277355,2.91,1.3230000000000002
5,277531,1.95,0.7070000000000001
5,277769,4.71,1.423
5,277964,4.04,1.058
5,278128,2.39,0.74
5,278268,2.43,1.855
5,278410,2.36,1.113
5,278530,1.63,0.551
5,278749,2.9,0.747
5,278950,2.47,0.608
5,279099,5.75,1.55
5,279223,2.76,0.8390000000000001
5,279384,1.01,0.6729999999999999
5,279689,0.95,1.145
5,279925,0.85,0.578
5,280348,1.98,0.51
5,280918,0.38,0.4320000000000001
5,281511,0.61,0.45899999999999996
5,281641,2.27,1.327
5,281884,1.18,0.529
5,282008,4.56,2.0269999999999997
5,282192,3.38,1.29
5,282374,4.05,1.702
5,282489,1.88,0.5710000000000001
5,282676,2.43,0.838
5,282883,2.54,0.617
5,283021,1.94,0.48100000000000004
5,283198,2.59,1.551
5,283327,2.32,1.9169999999999998
5,283482,1.01,0.612
5,283638,1.48,0.763
5,283857,1.62,0.779
5,283995,2.3,1.386
5,284159,2.68,1.426
5,284302,0.37,0.74
5,284414,0.28,0.56
5,285176,1.14,0.556
5,285349,2.69,0.7140000000000001
5,285529,2.73,0.612
5,285662,2.5,0.485
5,285833,3.04,0.99
5,286100,3.6,0.813
5,286242,4.83,0.945
5,286382,6.08,1.099
5,286533,3.46,1.12
5,286702,6.11,2.064
5,286857,3.58,1.252
5,287057,1.68,1.063
5,287209,2.22,1.6440000000000001
5,287498,0.36,0.46799999999999997
5,287730,3.89,2.0580000000000003
5,287878,1.51,0.7859999999999999
5,288123,1.81,1.215
5,288271,0.76,0.613
5,288695,0.81,0.574
5,288835,1.87,0.846
5,289021,4.5,1.965
5,289181,1.87,1.255
5,289363,1.56,1.2
5,289560,1.42,0.615
5,289729,4.81,1.694
5,289893,1.8,1.429
5,290025,2.17,1.8869999999999998
5,290234,6.07,1.636
5,290392,1.79,0.782
5,290517,4.23,1.505
5,290686,4.41,1.242
5,290847,2.96,0.8390000000000001
5,290955,2.47,0.755
5,291253,1.93,0.516
5,291984,0.94,0.8029999999999999
5,292207,1.15,0.772
5,292335,1.84,0.727
5,292510,1.6,0.5589999999999999
5,292810,0.57,0.6709999999999999
5,293005,1.24,1.0
5,293155,1.9,1.6669999999999998
5,293313,2.38,1.935
5,293487,1.73,0.715
5,293598,3.6,0.902
5,293747,5.33,1.3130000000000002
5,293899,5.72,1.567
5,294050,4.3,0.6859999999999999
5,294227,4.64,0.7609999999999999
5,294376,3.5,0.748
5,294513,2.86,0.973
5,294637,2.65,0.597
5,294796,2.87,2.142
5,294967,0.99,1.7069999999999999
5,295085,0.33,0.579
5,295495,1.3,0.7340000000000001
5,295636,8.27,2.483
5,295787,5.59,1.845
5,295971,5.34,1.335
5,296141,4.17,1.3719999999999999
5,296290,3.4,2.537
5,296458,1.72,0.887
5,296630,2.66,1.35
5,296873,4.56,1.369
5,296988,1.57,0.474
5,297141,3.08,1.2890000000000001
5,297360,3.18,1.2930000000000001
5,297474,1.52,0.512
5,297638,2.37,0.9520000000000001
5,297830,2.32,0.601
5,297994,3.65,1.008
5,298194,1.63,1.2830000000000001
5,298370,2.53,4.865
5,298626,0.3,0.6
5,298741,1.5,1.364
5,298908,2.01,0.779
5,299088,2.05,0.45899999999999996
5,299268,2.53,0.907
5,299436,2.35,1.224
5,299610,2.87,0.997
5,299796,5.39,1.536
5,299937,2.68,0.882
5,300052,2.27,0.775
5,300303,2.5,0.988
5,300479,2.09,0.5710000000000001
5,300706,2.36,0.551
5,300844,2.9,0.6940000000000001
5,301013,3.74,1.0190000000000001
5,301236,3.76,0.7120000000000001
5,301407,3.51,0.75
5,301590,1.66,1.025
5,301799,0.88,0.727
5,301973,1.44,0.593
5,302147,1.22,0.674
5,302283,0.76,0.8
5,302475,0.42,0.618
5,302624,1.05,1.071
5,302754,2.28,1.075
5,302926,2.7,0.5660000000000001
5,303133,3.59,0.789
5,303267,0.7,0.44299999999999995
5,303555,0.47,0.595
5,303920,1.69,2.112
5,304090,1.63,1.216
5,304325,1.6,0.856
5,304434,2.26,0.873
5,304600,1.72,0.782
5,304743,3.96,0.997
5,304943,2.59,0.7
5,305076,3.23,1.166
5,305241,1.76,0.473
5,305391,2.43,0.643
5,305572,0.84,0.442
5,305691,0.7,0.8140000000000001
5,305838,0.32,0.64
5,306355,3.06,2.661
5,306483,5.91,3.764
5,306660,6.96,5.438
5,306819,4.94,3.687
5,306990,1.51,1.6780000000000002
5,307134,0.68,0.701
5,307266,0.43,0.589
5,307385,1.02,1.7
5,307508,0.53,0.515
5,307654,8.62,8.979
5,307814,12.69,8.404
5,307975,19.98,13.779000000000002
5,308138,5.68,3.917
5,308297,2.61,1.15
5,308405,2.47,1.411
5,308564,1.47,0.7070000000000001
5,308671,1.32,0.68
5,308874,2.95,0.9129999999999999
5,309088,1.67,0.473
5,309252,1.94,1.0
5,309393,1.41,0.562
5,309534,1.94,0.836
5,309642,2.22,1.078
5,309807,4.32,2.861
5,309979,3.49,2.815
5,310173,1.66,1.145
5,310284,2.24,0.8029999999999999
5,310500,8.8,2.9930000000000003
5,310680,3.74,1.5519999999999998
5,310870,4.41,0.963
5,311062,5.07,0.9690000000000001
5,311299,1.44,0.431
5,311746,2.44,0.742
5,311894,1.5,0.469
5,312107,0.33,0.66
5,312226,0.91,1.0
5,312384,0.68,0.84
5,312619,2.55,0.693
5,312760,2.47,0.551
5,312931,4.75,1.139
5,313088,4.77,0.877
5,313247,2.93,0.419
5,313429,10.25,2.997
5,313590,1.91,0.8270000000000001
5,313757,0.91,1.123
5,313897,0.78,0.897
5,314067,1.65,0.922
5,314233,3.01,0.7959999999999999
5,314395,0.96,0.434
5,314536,1.49,1.713
5,314729,2.55,1.409
5,314872,2.29,0.8740000000000001
5,315061,5.29,0.95
5,315181,5.71,1.1440000000000001
5,315339,4.78,1.508
5,315504,2.8,0.972
5,315654,5.82,3.0
5,315824,6.34,8.025
5,315976,5.88,11.76
5,316140,3.19,3.625
5,316323,10.1,8.559
5,316510,4.79,6.063
5,316780,3.29,2.8360000000000003
5,316915,3.49,1.7109999999999999
5,317079,2.3,0.966
5,317280,2.03,0.575
5,317389,2.16,0.657
5,317527,2.38,0.728
5,317705,2.83,0.852
5,317865,3.11,1.42
5,318018,4.09,1.885
5,318178,4.37,1.4709999999999999
5,318326,4.5,2.036
5,318506,3.17,1.723
5,318838,0.8,0.615
5,319001,2.2,0.7120000000000001
5,319151,4.0,1.4869999999999999
5,319367,2.34,0.996
5,319526,3.29,1.838
5,319688,1.47,1.9340000000000002
5,319805,0.49,0.505
5,319973,2.41,1.4969999999999999
5,320155,1.72,1.67
5,320305,0.92,0.617
5,320468,6.02,2.853
5,320619,2.16,1.278
5,320783,1.87,1.64
5,321014,1.58,0.59
5,321191,2.49,0.732
5,321314,1.66,0.466
5,321514,1.47,0.48200000000000004
5,321701,2.62,1.219
5,321890,2.7,4.655
5,322036,0.38,0.76
5,322714,0.69,0.429
5,323381,2.47,0.746
5,323550,3.34,0.9940000000000001
5,323883,2.34,0.785
5,324038,1.2,1.111
5,324193,0.36,0.72
5,324304,0.71,1.183
5,324517,2.23,0.8290000000000001
5,324638,5.25,2.117
5,324771,1.43,0.633
5,324970,2.97,0.792
5,325129,4.56,0.96
5,325311,4.68,1.261
5,325450,3.09,1.266
5,325597,4.3,1.9280000000000002
5,325769,4.89,4.252
5,325945,4.15,8.3
5,326226,4.15,2.7119999999999997
5,326384,7.42,3.55
5,326538,15.74,7.058
5,326689,5.59,1.62
5,326851,1.89,0.612
5,327001,1.01,0.6779999999999999
5,327288,1.3,0.551
5,327441,10.41,4.181
5,327608,4.82,2.739
5,327782,3.29,1.97
5,327954,2.87,2.4530000000000003
5,328138,1.27,2.54
5,328442,4.05,3.068
5,328610,4.1,1.8980000000000001
5,328802,8.36,2.787
5,328988,7.43,1.83
5,329150,5.96,1.287
5,329269,6.2,1.48
5,329430,3.84,0.8420000000000001
5,329601,6.57,2.355
5,329768,2.41,0.6
5,330012,2.38,1.36
5,330155,2.69,2.36
5,330331,4.79,5.506
5,330510,0.9,1.0
5,330759,1.63,0.679
5,330902,8.06,3.68
5,331081,2.53,0.8240000000000001
5,331221,2.49,1.127
5,331350,3.01,1.013
5,331547,3.54,2.926
5,331687,1.96,1.4409999999999998
5,331853,5.99,3.443
5,332024,2.68,1.121
5,332136,1.19,0.478
5,332249,2.38,1.013
5,332495,1.32,0.91
5,332629,2.07,1.371
5,332824,1.74,2.9
5,333120,1.33,2.0780000000000003
5,333280,1.72,0.723
5,333420,1.93,0.598
5,333601,2.3,0.625
5,333829,2.42,0.8320000000000001
5,333986,2.66,0.971
5,334126,3.31,0.8029999999999999
5,334319,5.93,1.2429999999999999
5,334484,3.45,0.9890000000000001
5,334671,1.84,0.414
5,334779,1.46,0.48200000000000004
5,335111,1.82,0.44
5,335348,0.39,0.534
5,336222,2.03,0.43799999999999994
5,336330,2.4,0.585
5,336503,2.34,0.975
5,336646,3.54,1.3769999999999998
5,336813,4.83,1.09
5,336967,4.26,0.866
5,337119,1.87,0.429
5,337239,3.47,1.084
5,337395,2.29,1.9080000000000001
5,337596,1.44,2.88
5,337756,0.42,0.84
5,337907,3.45,4.012
5,338081,3.83,2.946
5,338261,5.9,3.3710000000000004
5,338415,4.98,1.824
5,338589,4.25,1.354
5,338748,5.41,1.7069999999999999
5,338878,8.65,2.781
5,339026,5.63,1.9280000000000002
5,339208,3.35,0.92
5,339351,2.17,0.517
5,339550,0.84,1.091
5,339738,0.44,0.88
5,339886,2.02,2.405
5,340118,4.32,1.577
5,340292,5.75,1.051
5,340465,5.7,1.203
5,340627,7.71,2.228
5,341036,2.83,1.194
5,341433,1.72,0.479
5,341555,1.68,0.569
5,341697,2.53,0.872
5,341879,1.06,0.41700000000000004
5,342043,1.2,0.508
5,342209,1.01,0.743
5,342405,0.72,0.809
5,342874,1.72,0.945
5,343048,2.28,0.542
5,343200,1.79,0.593
5,343511,0.99,0.6509999999999999
5,343701,2.57,1.1079999999999999
5,343839,2.05,1.041
5,343997,3.16,0.8490000000000001
5,344147,2.94,1.069
5,344284,0.99,0.615
5,344406,1.62,1.256
5,344606,3.33,0.89
5,344760,3.02,0.746
5,344925,7.58,3.542
5,345244,2.06,1.3459999999999999
5,345383,1.32,0.95
5,345646,2.06,1.051
5,345785,1.61,0.601
5,346004,3.05,1.425
5,346136,2.22,1.1159999999999999
5,346311,4.05,1.601
5,346483,3.27,1.643
5,346653,1.45,1.0
5,346826,3.94,1.6980000000000002
5,346990,5.52,1.653
5,347160,4.17,1.345
5,347300,2.86,1.318
5,347475,5.44,1.605
5,347656,3.32,1.2209999999999999
5,347856,2.77,1.253
5,348038,3.56,1.099
5,348229,5.49,2.92
5,348426,1.92,0.835
5,348594,4.12,2.239
5,348733,1.81,0.58
5,348878,2.01,0.461
5,349041,2.75,0.7290000000000001
5,349228,3.04,0.938
5,349386,1.76,1.114
5,349655,1.25,0.616
5,349998,1.87,0.722
5,350201,3.06,0.895
5,350447,4.12,1.1540000000000001
5,350620,2.96,0.662
5,350779,5.83,1.19
5,350951,6.19,2.906
5,351115,3.87,1.5930000000000002
5,351329,1.19,1.2930000000000001
5,351593,0.7,1.0
5,351842,1.0,0.763
5,351967,1.08,0.982
5,352125,1.98,1.65
5,352291,3.6,1.395
5,352446,3.66,1.216
5,352610,2.18,0.9520000000000001
5,352784,4.13,1.465
5,352961,5.71,1.936
5,353124,5.74,2.597
5,353312,3.57,2.4290000000000003
5,353506,1.87,1.29
5,353758,1.16,0.935
5,353921,3.79,2.2159999999999997
5,354117,4.07,2.38
5,354305,1.33,0.831
5,354422,0.44,0.88
5,354632,4.03,3.99
5,354794,7.42,10.027000000000001
5,354952,0.56,0.778
5,355497,0.7,0.4270000000000001
5,355632,4.38,1.465
5,355810,1.94,0.601
5,355989,0.91,0.408
5,356099,1.29,0.713
5,356291,2.09,1.148
5,356444,2.69,0.71
5,356631,1.78,1.085
5,356755,2.58,2.168
5,356914,2.45,1.124
5,357126,3.06,1.28
5,357275,1.34,0.629
5,357496,2.45,0.907
5,357616,1.62,0.45
5,357764,3.13,3.557
5,357881,0.77,1.54
5,358056,2.6,1.722
5,358221,4.02,1.058
5,358417,6.38,4.253
5,358555,0.99,0.853
5,358714,1.93,1.0659999999999998
5,358866,2.75,1.355
5,359044,6.11,3.452
5,359532,3.82,2.208
5,359710,6.02,1.899
5,359830,3.37,1.146
5,359980,1.44,0.623
5,360110,1.77,0.9890000000000001
5,360222,0.86,0.503
5,360412,0.77,0.636
5,360531,3.07,1.358
5,360696,3.83,1.298
5,360854,3.23,1.122
5,360966,3.65,1.058
5,361151,4.25,1.047
5,361309,2.45,0.546
5,361492,3.1,1.39
5,361614,3.66,2.128
5,361828,3.44,1.1740000000000002
5,362014,2.2,0.9520000000000001
5,362204,2.75,2.037
5,362728,5.67,2.625
5,362869,8.42,2.924
5,363017,3.34,1.32
5,363245,3.33,1.743
5,363490,1.81,0.478
5,363635,2.11,0.938
5,363750,0.85,0.535
5,363878,1.18,0.855
5,364089,1.13,0.457
5,364260,1.74,0.757
5,364454,0.84,0.8240000000000001
5,364623,1.54,0.8059999999999999
5,364785,3.97,1.067
5,365001,4.57,1.2690000000000001
5,365162,4.7,1.135
5,365354,2.27,0.904
5,365511,2.44,1.341
5,365643,1.4,0.591
5,365784,3.21,1.225
5,365926,4.48,1.276
5,366091,2.09,0.937
5,366251,3.83,1.212
5,366423,7.66,2.5789999999999997
5,366583,4.11,1.651
5,366828,3.66,1.9469999999999998
5,366982,2.1,0.8270000000000001
5,367174,3.33,1.238
5,367286,1.32,0.498
5,367452,3.29,0.965
5,367662,3.57,0.7809999999999999
5,367862,1.68,0.862
5,368119,2.22,1.5630000000000002
5,368279,1.73,1.177
5,368454,2.82,1.056
5,368619,1.78,0.904
5,368798,1.42,0.7929999999999999
5,368937,1.48,0.688
5,369049,2.44,1.239
5,369242,3.47,1.235
5,369395,1.62,0.648
5,369508,3.17,1.3659999999999999
5,369730,2.87,1.018
5,369899,3.81,1.7890000000000001
5,370061,2.92,1.0
5,370173,1.81,0.6729999999999999
5,370335,3.88,2.086
5,370537,6.63,1.556
5,370661,1.55,0.54
5,370804,4.16,1.564
5,370945,3.66,1.3459999999999999
5,371141,3.47,1.9169999999999998
5,371295,2.1,1.034
5,371488,1.57,1.3769999999999998
5,371644,7.36,5.2570000000000014
5,371818,5.05,2.9189999999999996
5,372006,2.09,4.18
5,372265,1.53,3.06
5,372474,2.58,3.3080000000000003
5,372644,7.99,5.5870000000000015
5,372825,2.85,1.7380000000000002
5,372962,1.6,1.569
5,373122,0.59,0.868
5,373238,0.86,1.036
5,373427,3.68,1.9169999999999998
5,373546,2.51,0.775
5,373697,2.03,0.627
5,373837,3.42,1.385
5,374037,9.35,2.2319999999999998
5,374187,10.64,2.673
5,374338,12.78,4.614
5,374514,10.1,6.474
5,374673,2.62,3.235
5,374853,0.31,0.596
5,374967,1.13,1.9480000000000002
5,375135,1.25,1.4709999999999999
5,375335,5.51,2.783
5,375472,4.69,1.797
5,375619,1.87,0.866
5,375770,5.11,2.2030000000000003
5,375944,3.44,1.365
5,376071,4.62,1.9909999999999999
5,376229,4.3,1.218
5,376429,4.72,1.589
5,376570,3.61,1.416
5,376740,3.68,1.011
5,376898,4.78,1.127
5,377051,2.73,0.62
5,377225,5.99,2.425
5,377376,2.3,0.983
5,377600,2.38,1.273
5,377776,0.67,0.6629999999999999
5,378014,1.22,1.052
5,378219,3.49,2.6239999999999997
5,378373,3.56,1.679
5,378574,0.92,1.3330000000000002
5,378690,0.23,0.46
5,378814,2.64,2.256
5,378984,2.59,1.136
5,379157,6.49,2.238
5,379277,3.88,1.084
5,379481,4.58,1.272
5,379660,5.66,1.71
5,379829,3.85,1.426
5,379982,2.0,0.669
5,380141,0.83,0.47700000000000004
5,380302,2.36,1.5319999999999998
5,380453,1.23,0.711
5,380582,3.05,1.034
5,380690,3.06,0.7340000000000001
5,380843,5.65,2.269
5,381008,2.12,0.835
5,381176,4.15,2.1069999999999998
5,381345,1.26,0.67
5,381566,1.32,1.692
5,381681,1.78,1.6640000000000001
5,381850,4.85,3.07
5,382030,6.31,5.44
5,382193,2.07,4.14
5,382337,0.77,1.54
5,382499,0.7,1.4
5,382655,1.46,2.147
5,382812,1.69,1.1740000000000002
5,382986,2.34,2.294
5,383212,1.25,0.862
5,383363,0.8,0.611
5,383476,1.38,0.986
5,383611,3.27,1.5419999999999998
5,383750,4.98,1.4269999999999998
5,383956,3.34,0.9440000000000001
5,384117,3.34,1.8869999999999998
5,384246,4.33,2.221
5,384428,6.89,2.801
5,384736,3.64,1.776
5,384923,2.01,0.62
5,385030,1.36,0.716
5,385172,1.88,0.843
5,385332,2.04,1.079
5,385516,0.97,0.98
5,385678,1.42,1.1740000000000002
5,385838,2.06,1.6480000000000001
5,386025,2.25,2.647
5,386192,1.64,3.28
5,386332,0.28,0.56
5,386497,16.97,24.594
5,386665,18.04,24.053
5,386834,6.35,12.7
5,387037,0.3,0.6
5,387196,2.6,4.262
5,387347,4.74,3.6180000000000003
5,387531,6.66,1.9469999999999998
5,387690,8.39,3.2769999999999997
5,387852,1.96,2.227
5,388031,4.39,1.546
5,388195,2.9,1.229
5,388367,2.03,0.698
5,388518,2.3,0.665
5,388692,5.12,2.133
5,388848,3.69,1.7409999999999999
5,389023,4.76,2.9939999999999998
5,389171,2.82,0.9690000000000001
5,389323,3.02,1.18
5,389477,6.83,3.009
5,389650,7.47,2.379
5,389811,2.91,1.2819999999999998
5,389975,3.03,1.5859999999999999
5,390142,0.91,1.358
5,390378,3.14,3.3760000000000003
5,390599,3.28,1.896
5,390750,3.03,0.8390000000000001
5,390952,3.74,1.0270000000000001
5,391123,1.63,0.40399999999999997
5,391284,2.06,0.665
5,391481,2.08,0.846
5,391602,2.24,1.217
5,391917,1.63,0.773
5,392091,2.01,0.866
5,392317,2.47,0.802
5,392435,3.56,1.611
5,392657,3.63,1.354
5,392832,2.93,1.526
5,392968,5.04,1.6469999999999998
5,393178,6.87,2.8160000000000003
5,393304,4.59,1.4709999999999999
5,393490,4.39,1.1
5,393644,6.37,2.77
5,393793,4.96,4.351
5,393945,2.83,5.66
5,394285,2.06,1.0
5,394406,1.41,0.557
5,394567,4.64,2.6210000000000004
5,394718,2.82,1.649
5,394867,7.13,8.011000000000001
5,395029,1.01,2.02
5,395287,0.62,0.7290000000000001
5,395471,2.65,0.95
5,395612,3.61,0.976
5,395737,2.86,0.7509999999999999
5,395888,4.53,1.291
5,396062,4.78,1.92
5,396208,1.51,1.218
5,396366,0.59,1.18
5,396766,2.95,2.269
5,396927,3.32,1.107
5,397071,4.24,1.4769999999999999
5,397252,1.97,0.614
5,397555,1.36,0.604
5,397742,1.18,0.628
5,397849,1.19,0.684
5,398005,1.37,0.419
5,398230,2.25,0.68
5,398527,2.18,0.6809999999999999
5,398686,3.5,1.032
5,398848,8.99,3.418
5,399022,8.85,7.902
5,399183,2.63,4.782
5,399431,1.34,0.8759999999999999
5,399599,6.37,1.412
5,399746,5.63,1.3730000000000002
5,399955,5.4,1.034
5,400159,6.31,1.5319999999999998
5,400338,8.95,3.4819999999999998
5,400490,5.12,3.103
5,400677,3.63,0.7609999999999999
5,400820,5.63,1.459
5,401133,1.63,0.593
5,401295,2.19,0.46799999999999997
5,401429,3.91,0.914
5,401609,1.41,0.431
5,401790,1.07,0.5720000000000001
5,401910,0.53,0.828
5,402093,3.28,1.885
5,402333,4.51,1.023
5,402456,4.53,1.2109999999999999
5,402616,4.61,2.452
5,402815,0.65,1.048
5,402930,0.7,0.593
5,403097,3.19,1.078
5,403245,3.95,1.2819999999999998
5,403415,3.45,1.45
5,403578,2.57,1.469
5,403708,2.43,1.043
5,403889,1.79,0.5770000000000001
5,404030,3.64,1.569
5,404199,3.55,1.365
5,404370,3.77,4.053999999999999
5,404515,0.39,0.78
5,404680,3.87,4.553
5,404829,2.98,1.9869999999999999
5,405017,3.36,1.4240000000000002
5,405147,1.12,0.5
5,405327,3.41,1.8530000000000002
5,405500,2.97,2.8560000000000003
5,405642,1.32,0.9640000000000001
5,405753,1.6,0.904
5,405967,2.33,0.853
5,406137,2.56,0.889
5,406299,1.98,1.065
5,406468,0.5,0.633
5,406630,1.56,1.56
5,406750,2.34,2.463
5,407016,0.71,0.9590000000000001
5,407199,1.25,0.8390000000000001
5,407371,3.81,1.561
5,407530,5.16,1.6130000000000002
5,407716,3.53,1.483
5,407983,2.61,1.325
5,408147,1.64,0.77
5,408280,3.07,3.489
5,408479,1.56,1.054
5,408654,4.7,3.032
5,408806,4.36,3.278
5,408988,2.35,1.992
5,409163,2.72,2.641
5,409334,1.15,1.742
5,409713,0.77,1.055
5,409879,1.48,1.035
5,410058,0.79,0.738
5,410236,2.84,2.448
5,410343,2.19,1.288
5,410572,2.8,0.8140000000000001
5,410703,3.48,0.733
5,410991,3.17,0.735
5,411117,2.14,0.42
5,411282,4.5,1.128
5,411391,2.31,0.6509999999999999
5,411632,1.72,1.194
5,411813,3.34,2.352
5,411972,2.12,0.7340000000000001
5,412126,3.09,0.8490000000000001
5,412354,3.12,0.5479999999999999
5,412553,2.1,0.9329999999999999
5,412722,1.03,1.02
5,412844,0.5,1.0
5,412999,0.46,0.754
5,413149,1.11,0.965
5,413289,2.08,1.778
5,413459,3.1,1.416
5,413601,2.19,0.973
5,413719,3.47,1.422
5,413870,3.21,1.855
5,414030,6.71,4.1419999999999995
5,414193,3.86,5.079
5,414508,1.26,1.235
5,414684,3.87,1.56
5,414844,6.38,2.6689999999999996
5,414986,6.69,2.553
5,415180,1.95,0.5770000000000001
5,415355,1.16,0.535
5,415473,2.49,1.3530000000000002
5,415671,2.75,2.778
5,415853,7.94,2.985
5,416017,10.03,3.412
5,416187,4.33,1.9240000000000002
5,416346,2.71,1.5219999999999998
5,416500,3.65,4.244
5,416793,1.21,2.373
5,416978,2.63,4.534
5,417118,3.95,7.4529999999999985
5,417314,2.06,1.8730000000000002
5,417438,2.23,1.023
5,417591,3.26,0.9640000000000001
5,417757,2.28,1.1340000000000001
5,417896,2.83,1.538
5,418115,2.2,1.14
5,418236,1.1,0.948
5,418367,0.63,0.9
5,418491,1.95,3.9
5,418650,2.02,2.463
5,418904,1.06,0.642
5,419173,1.59,0.4370000000000001
5,419371,3.16,1.125
5,419552,4.47,1.774
5,419721,2.85,1.1540000000000001
5,419883,1.48,1.08
5,419992,0.77,0.45799999999999996
5,420156,2.82,0.9490000000000001
5,420375,2.93,1.073
5,420555,2.52,0.981
5,420749,2.83,1.286
5,420882,0.73,0.589
5,421035,2.56,3.16
5,421194,3.57,2.19
5,421381,2.37,1.077
5,421510,1.49,0.741
5,421652,1.72,0.8909999999999999
5,421812,2.11,1.249
5,421982,1.42,0.9159999999999999
5,422167,1.33,0.711
5,422344,2.51,0.823
5,422506,3.05,1.078
5,422899,3.5,1.6059999999999999
5,423062,2.24,1.464
5,423580,1.0,0.662
5,423711,2.11,0.79
5,423854,2.45,1.317
5,424013,2.44,0.865
5,424209,2.04,0.685
5,424331,1.99,1.5190000000000001
5,424551,0.42,0.424
5,424719,0.81,0.976
5,424898,0.89,0.53
5,425092,2.14,4.28
5,425282,4.71,6.452000000000001
5,425498,1.37,0.598
5,425646,3.01,1.636
5,425871,2.22,1.057
5,425991,2.31,1.045
5,426184,2.86,1.324
5,426306,2.18,0.862
5,426459,4.36,1.256
5,426627,4.23,1.063
5,426754,2.83,0.7859999999999999
5,426967,2.99,0.917
5,427130,2.59,1.141
5,427272,5.64,4.441
5,427405,1.95,0.722
5,427757,2.34,0.83
5,427929,3.8,1.0859999999999999
5,428061,2.33,0.726
5,428181,4.21,1.176
5,428400,3.61,1.02
5,428543,2.29,0.97
5,428748,4.0,1.325
5,428928,3.64,0.953
5,429059,1.74,0.821
5,429288,3.92,1.311
5,429469,4.04,0.9179999999999999
5,429619,3.16,1.197
5,429778,5.43,2.984
5,429965,2.96,1.304
5,430101,2.86,1.083
5,430273,7.7,3.484
5,430431,5.92,2.945
5,430606,1.81,2.479
5,430808,0.93,0.732
5,431073,0.35,0.7
5,431214,0.37,0.74
5,431535,0.48,0.96
5,431687,1.25,1.8659999999999999
5,431851,2.99,1.7690000000000001
5,432022,3.51,1.1
5,432202,1.12,0.563
5,432477,5.15,5.598
5,432638,5.63,1.896
5,432808,2.68,1.218
5,432962,0.21,0.42
5,433152,1.11,1.276
5,433336,2.04,1.036
5,433446,1.7,0.72
5,433607,1.94,0.551
5,433847,1.5,0.67
5,433966,1.32,0.863
5,434111,0.5,0.5429999999999999
5,434254,0.37,0.74
5,434461,0.41,0.82
5,434597,0.31,0.564
5,434744,0.87,1.74
5,434885,0.64,1.28
5,435276,3.37,1.893
5,435465,1.09,0.47200000000000003
5,435962,1.18,2.36
5,436131,1.9,3.8
5,436294,6.61,4.265
5,436486,2.87,1.143
5,436618,2.61,1.4580000000000002
5,436773,0.82,0.726
5,436914,2.53,1.591
5,437066,2.35,1.284
5,437293,1.54,0.7659999999999999
5,437464,5.06,2.082
5,437615,14.25,4.412
5,437796,9.18,3.923
5,438075,0.64,0.512
5,438205,4.88,2.335
5,438360,2.53,0.8270000000000001
5,438606,1.17,2.017
5,438852,0.58,0.457
5,438972,0.69,0.473
5,439165,2.06,1.661
5,439585,4.41,1.4269999999999998
5,439765,3.72,1.131
5,439874,1.89,0.632
5,440010,0.92,0.47700000000000004
5,440214,3.32,0.6409999999999999
5,440384,7.66,1.7530000000000001
5,440545,3.66,1.133
5,440745,1.74,0.652
5,441001,1.83,1.262
5,441153,0.94,1.88
5,441327,5.81,2.068
5,441508,3.38,1.3630000000000002
5,441660,3.09,1.2209999999999999
5,441854,2.92,2.496
5,442621,4.29,1.425
5,442797,3.61,1.128
5,442950,1.76,1.709
5,443103,1.49,1.733
5,443413,0.41,0.82
5,443863,0.46,0.92
5,444025,0.32,0.64
5,444169,1.08,2.16
5,444318,0.37,0.74
5,444437,0.28,0.56
5,444597,0.53,1.06
5,444761,0.41,0.82
5,445000,1.0,2.0
5,445167,0.45,0.9
5,445316,0.45,0.9
5,445670,0.45,0.9
5,445822,0.44,0.88
5,446024,0.35,0.7
5,446179,0.45,0.9
5,446365,0.45,0.9
5,446534,0.75,1.5
5,446691,0.78,1.56
5,446834,0.62,1.24
5,446965,0.49,0.98
5,447101,0.28,0.56
5,447307,0.42,0.84
5,447474,0.39,0.78
5,447855,0.34,0.68
5,447994,0.46,0.92
5,448175,0.46,0.92
5,448354,0.45,0.9
5,448508,0.47,0.94
5,448707,0.72,1.44
5,448880,0.55,1.1
5,449300,0.42,0.84
5,449491,0.65,0.8440000000000001
5,449606,1.25,1.1159999999999999
5,449802,1.93,1.072
5,449933,1.61,0.843
5,450147,2.03,0.736
5,450256,1.56,0.502
5,450424,2.26,0.9540000000000001
5,450640,1.6,0.6579999999999999
5,450790,1.56,0.672
