orf_name,TSS,PAS,manually_curated_TSS
YDR068W,583664,584707,FALSE
YDR069C,587808,584630,FALSE
YDR071C,589464,588741,FALSE
YDR072C,591469,589670,FALSE
YDR073W,592367,593208,FALSE
YDR074W,593670,596843,FALSE
YDR075W,596980,598243,FALSE
YDR076W,598428,,FALSE
YDR077W,600748,602136,FALSE
YDR078C,602884,602097,FALSE
YDR079W,603030,603517,FALSE
YDR079C-A,603843,603379,FALSE
YDR080W,603969,607164,FALSE
YDR081C,610166,607274,FALSE
YDR082W,610347,612061,FALSE
YDR083W,612049,613337,FALSE
YDR084C,614028,613277,FALSE
YDR085C,615273,614198,FALSE
YDR086C,617261,616736,FALSE
YDR087C,618333,617375,FALSE
YDR088C,619822,618306,FALSE
YDR089W,621989,624892,FALSE
YDR090C,626110,624727,FALSE
YDR091C,628589,626364,FALSE
YDR092W,629850,630697,FALSE
YDR093W,631018,636178,FALSE
YDR096W,636839,640133,FALSE
YDR097C,643873,640046,FALSE
YDR098C,644966,644127,FALSE
YDR099W,652716,654648,FALSE
YDR100W,654985,655568,FALSE
YDR101C,657492,655565,FALSE
YDR103W,657714,661147,FALSE
YDR104C,664957,661139,FALSE
YDR105C,666819,665276,FALSE
YDR106W,666984,667903,FALSE
YDR107C,671047,668824,FALSE
YDR108W,671231,673452,FALSE
YDR109C,675656,673370,FALSE
YDR110W,676062,678005,FALSE
YDR111C,679954,677931,FALSE
YDR113C,681717,680420,FALSE
YDR115W,682133,682712,FALSE
YDR116C,683586,682600,FALSE
YDR117C,685666,683899,FALSE
YDR118W,685842,688168,FALSE
YDR119W,688130,690588,FALSE
YDR119W-A,690983,691457,FALSE
YDR120C,693232,691338,FALSE
YDR121W,693448,694281,FALSE
YDR122W,694410,698043,FALSE
YDR123C,699536,,FALSE
YDR124W,699858,701542,FALSE
YDR125C,702875,,FALSE
YDR126W,703227,704492,FALSE
YDR127W,704412,709366,FALSE
YDR128W,709513,713123,FALSE
YDR129C,715450,713192,FALSE
YDR130C,716648,715663,FALSE
YDR131C,718560,716686,FALSE
YDR132C,720422,718777,FALSE
YDR135C,727604,722912,FALSE
YDR137W,728172,730405,FALSE
YDR138W,730563,,FALSE
YDR139C,733948,733445,FALSE
YDR140W,734122,734907,FALSE
YDR141C,740043,734687,FALSE
YDR142C,741775,740405,FALSE
YDR143C,744018,741846,FALSE
YDR144C,746239,744226,FALSE
YDR145W,746670,748554,FALSE
YDR146C,750904,748449,FALSE
YDR147W,751197,753268,FALSE
YDR148C,755317,753533,FALSE
YDR150W,755564,763921,FALSE
YDR151C,765330,763978,FALSE
YDR152W,765637,766612,FALSE
YDR153C,768120,766612,FALSE
YDR155C,769030,768403,FALSE
YDR156W,769473,770052,FALSE
YDR158W,770320,771575,FALSE
YDR159W,771785,775821,FALSE
YDR160W,775983,778801,FALSE
YDR161W,779014,780426,FALSE
YDR162C,781230,780177,FALSE
YDR163W,781348,782053,FALSE
YDR164C,784265,781928,FALSE
YDR165W,784832,786267,FALSE
YDR166C,789292,786207,FALSE
YDR167W,789418,790186,FALSE
YDR168W,790286,791952,FALSE
YDR169C,794253,792102,FALSE
YDR170C,802407,795993,FALSE
YDR171W,806533,807810,FALSE
YDR172W,808278,810555,FALSE
YDR173C,811675,810446,FALSE
YDR174W,812085,813020,FALSE
YDR175C,814205,813075,FALSE
YDR176W,814421,816610,FALSE
YDR177W,816778,817665,FALSE
YDR178W,817846,818696,FALSE
YDR179C,819223,818583,FALSE
YDR179W-A,819338,820911,FALSE
YDR180W,821150,825825,FALSE
YDR181C,827412,825766,FALSE
YDR182W,827530,829168,FALSE
YDR183W,829528,830488,FALSE
YDR184C,831540,830389,FALSE
YDR185C,832577,831727,FALSE
YDR186C,835682,832740,FALSE
YDR188W,836365,838222,FALSE
YDR189W,838348,840501,FALSE
YDR190C,842052,840525,FALSE
YDR191W,842297,843556,FALSE
YDR192C,844938,843475,FALSE
YDR194C,847967,845798,FALSE
YDR194W-A,848117,848555,FALSE
YDR195W,848362,850277,FALSE
YDR196C,850997,850182,FALSE
YDR197W,851193,852502,FALSE
YDR198C,853996,852394,FALSE
YDR200C,856156,854145,FALSE
YDR201W,856286,857037,FALSE
YDR202C,857982,856762,FALSE
YDR204W,858127,859274,FALSE
YDR205W,859343,861591,FALSE
YDR206W,861772,864936,FALSE
YDR207C,867609,864817,FALSE
YDR208W,868098,870695,FALSE
YDR210W,871040,871477,FALSE
YDR211W,884670,887056,FALSE
YDR212W,887146,888992,FALSE
YDR213W,889530,892712,FALSE
YDR214W,892741,894017,FALSE
YDR216W,894533,,FALSE
YDR217C,903534,899473,FALSE
YDR218C,905059,,FALSE
YDR219C,907073,905252,FALSE
YDR221W,907327,909605,FALSE
YDR222W,910015,911462,FALSE
YDR223W,911650,,FALSE
YDR224C,914743,914187,FALSE
YDR225W,915455,916084,FALSE
YDR226W,916460,917278,FALSE
YDR227W,917455,921810,FALSE
YDR228C,923880,921856,FALSE
YDR229W,924689,926197,FALSE
YDR231C,926937,926183,FALSE
YDR232W,927216,929270,FALSE
YDR233C,930393,929321,FALSE
YDR234W,930988,933323,FALSE
YDR235W,933501,935199,FALSE
YDR236C,935914,935124,FALSE
YDR237W,936470,937616,FALSE
YDR238C,940846,937696,FALSE
YDR239C,943426,940995,FALSE
YDR240C,945169,943612,FALSE
YDR242W,946708,,FALSE
YDR243C,950313,948492,FALSE
YDR244W,950535,952592,FALSE
YDR245W,952734,954133,FALSE
YDR246W,954250,955112,FALSE
YDR247W,955641,957741,FALSE
YDR248C,958394,957654,FALSE
YDR249C,960114,958564,FALSE
YDR251W,960305,963278,FALSE
YDR252W,963407,,FALSE
YDR253C,964767,963942,TRUE
YDR254W,965038,966514,FALSE
YDR255C,967856,966295,FALSE
YDR257C,971475,969683,FALSE
YDR258C,974313,971699,FALSE
YDR259C,976000,974491,FALSE
YDR260C,977255,976374,FALSE
YDR261C,979259,977404,FALSE
YDR262W,993120,994145,FALSE
YDR264C,998417,995829,FALSE
YDR265W,998605,1000061,FALSE
YDR266C,1002222,999961,FALSE
YDR267C,1003559,1002302,FALSE
YDR268W,1003962,1005253,FALSE
YDR270W,1005598,1009001,FALSE
YDR272W,1008950,1009884,FALSE
YDR273W,1010130,1011372,FALSE
YDR275W,1012230,1013250,FALSE
YDR276C,1013715,1013257,FALSE
YDR279W,1019298,1020452,FALSE
YDR280W,1020614,1021765,FALSE
YDR281C,1022373,1021837,FALSE
YDR282C,1024759,1023308,FALSE
YDR283C,1030265,1024876,FALSE
YDR284C,1031697,1030460,FALSE
YDR285W,1031951,1035213,FALSE
YDR286C,1035802,1035136,FALSE
YDR287W,1035960,1037226,FALSE
YDR288W,1037146,1038262,FALSE
YDR289C,1039561,1038070,FALSE
YDR291W,1039687,1043006,FALSE
YDR292C,1045135,1043064,FALSE
YDR293C,1049443,1045316,FALSE
YDR294C,1052294,1050405,FALSE
YDR295C,1054907,1052539,FALSE
YDR296W,1055154,1055976,FALSE
YDR297W,1056512,1057767,FALSE
YDR298C,1058972,1057996,FALSE
YDR299W,1059589,1061319,FALSE
YDR300C,1062863,1061392,FALSE
YDR301W,1063274,1067556,FALSE
YDR302W,1067666,1068460,FALSE
YDR303C,1071675,1068611,FALSE
YDR304C,1072583,1071803,FALSE
YDR305C,1073459,1072678,FALSE
YDR306C,1075220,1073713,FALSE
YDR307W,1075803,1077857,FALSE
YDR308C,1078487,1077916,FALSE
YDR309C,1080246,1078681,FALSE
YDR310C,1084592,1080937,FALSE
YDR311W,1085065,1087093,FALSE
YDR312W,1087547,1089122,FALSE
YDR313C,1090165,1089039,FALSE
YDR314C,1092544,1090166,FALSE
YDR315C,1093585,1092666,FALSE
YDR316W,1093757,1095255,FALSE
YDR317W,1102159,1103512,FALSE
YDR318W,1103684,1105055,FALSE
YDR319C,1105872,1104927,FALSE
YDR320C,1108106,1106005,FALSE
YDR320C-A,1108496,1108199,FALSE
YDR321W,1108669,1109996,FALSE
YDR322W,1110576,1111784,FALSE
YDR322C-A,1112335,1111795,FALSE
YDR323C,1114055,1112297,FALSE
YDR324C,1116701,1114251,FALSE
YDR325W,1117107,1120293,FALSE
YDR326C,1125109,1120461,FALSE
YDR328C,1126052,1125228,FALSE
YDR329C,1127613,1126201,FALSE
YDR330W,1127796,1129562,FALSE
YDR331W,1129545,1130890,FALSE
YDR332W,1130972,1133139,FALSE
YDR333C,1135431,1133033,FALSE
YDR334W,1135688,1140588,FALSE
YDR335W,1140806,1144927,FALSE
YDR336W,1145248,1146125,FALSE
YDR337W,1146265,1147240,FALSE
YDR338C,1149520,1147250,FALSE
YDR339C,1150526,1149867,FALSE
YDR341C,1153657,1151634,FALSE
YDR342C,1156009,1154076,FALSE
YDR345C,1164687,1162808,FALSE
YDR346C,1168811,1166933,FALSE
YDR347W,1169109,1170255,FALSE
YDR348C,1172019,1170141,FALSE
YDR349C,1174253,1172212,FALSE
YDR350C,1178196,1176027,FALSE
YDR351W,1178439,1181403,FALSE
YDR352W,1181617,1182977,FALSE
YDR353W,1183245,1184331,FALSE
YDR354W,1184615,1185952,FALSE
YDR356W,1186031,1189262,FALSE
YDR357C,1189714,1189144,FALSE
YDR358W,1190001,1191887,FALSE
YDR359C,1194873,1191747,FALSE
YDR361C,1196290,1195154,FALSE
YDR362C,1198800,1196621,FALSE
YDR363W,1199027,1200714,FALSE
YDR363W-A,1202105,1202643,FALSE
YDR364C,1204236,1202562,FALSE
YDR365C,1206446,1204403,FALSE
YDR367W,1212761,1213668,FALSE
YDR366C,1212892,1212237,FALSE
YDR368W,1213846,1214997,FALSE
YDR369C,1217596,1214903,FALSE
YDR370C,1219103,1217721,FALSE
YDR371W,1219343,1221049,FALSE
YDR372C,1222405,1220960,FALSE
YDR373W,1222639,1223450,FALSE
YDR374W-A,1224750,1225264,FALSE
YDR375C,1226529,1225087,FALSE
YDR376W,1226805,1228364,FALSE
YDR377W,1228509,1229182,FALSE
YDR378C,1229620,1229178,FALSE
YDR379W,1230026,1233272,FALSE
YDR379C-A,1233540,1233137,FALSE
YDR380W,1234106,1236243,FALSE
YDR381W,1236454,1238189,FALSE
YDR381C-A,1239074,1238196,FALSE
YDR382W,1239404,1239962,FALSE
YDR383C,1240691,1239891,FALSE
YDR384C,1242109,1241036,FALSE
YDR385W,1243177,1245903,FALSE
YDR386W,1246069,1248084,FALSE
YDR387C,1249960,1248011,FALSE
YDR388W,1250153,1251748,FALSE
YDR389W,1252008,1254749,FALSE
YDR390C,1256869,1254845,FALSE
YDR391C,1258060,1257293,FALSE
YDR392W,1258619,1259832,FALSE
YDR394W,1261570,1263055,FALSE
YDR395W,1263195,1266244,FALSE
YDR397C,1266941,1266188,FALSE
YDR398W,1267428,1269501,FALSE
YDR399W,1269992,1270839,FALSE
YDR400W,1271036,1272247,FALSE
YDR404C,1277354,1276499,FALSE
YDR405W,1277586,1278571,FALSE
YDR406W,1279082,1283906,FALSE
YDR407C,1288011,1283993,FALSE
YDR408C,1288913,1288038,FALSE
YDR409W,1289360,1292445,FALSE
YDR410C,1293147,1292293,FALSE
YDR411C,1294409,1293298,FALSE
YDR412W,1294637,1295544,FALSE
YDR414C,1296856,1295433,FALSE
YDR415C,1298198,1296940,FALSE
YDR416W,1298329,1301036,FALSE
YDR418W,1301583,1302207,FALSE
YDR419W,1303161,1305422,FALSE
YDR420W,1305993,1311855,FALSE
YDR421W,1311943,1315155,FALSE
YDR422C,1317822,1315263,FALSE
YDR423C,1319240,1317970,FALSE
YDR424C,1319860,1319337,FALSE
YDR425W,1320007,,FALSE
YDR427W,1322166,1323461,FALSE
YDR428C,1324260,1323340,FALSE
YDR429C,1325312,1324345,FALSE
YDR430C,1328520,1325443,FALSE
YDR432W,1328748,1330128,FALSE
YDR434W,1331134,1332949,FALSE
YDR435C,1333974,1332850,FALSE
YDR436W,1334569,1337108,FALSE
YDR437W,1337286,,FALSE
YDR438W,1338204,1339479,FALSE
YDR439W,1339617,1340903,FALSE
YDR440W,1342391,1344321,FALSE
YDR441C,1345204,1344345,FALSE
YDR443C,1350020,1345335,FALSE
YDR444W,1350218,1352395,FALSE
YDR446W,1353702,,FALSE
YDR447C,1355567,1354704,FALSE
YDR448W,1356005,1357591,FALSE
YDR449C,1358924,1357515,FALSE
YDR450W,1359895,1360908,FALSE
YDR451C,1362227,1360901,FALSE
YDR452W,1362733,1365083,FALSE
YDR453C,1365394,1364981,FALSE
YDR454C,1366857,1366154,FALSE
YDR456W,1367450,1369485,FALSE
YDR457W,1369669,1379645,FALSE
YDR458C,1382088,1379874,FALSE
YDR459C,1383532,1382145,FALSE
YDR460W,1383664,1384870,FALSE
YDR461W,1385146,1385425,FALSE
YDR461C-A,1385835,1385380,FALSE
YDR462W,1386012,1386632,FALSE
YDR463W,1386781,1388571,FALSE
YDR464W,1388774,1393330,FALSE
YDR465C,1394610,1393193,FALSE
YDR466W,1395000,1398043,FALSE
YDR468C,1398745,1397896,FALSE
YDR469W,1399007,1399600,FALSE
YDR470C,1401292,1399527,FALSE
YDR471W,1401738,1402674,FALSE
YDR472W,1403245,1404290,FALSE
YDR473C,1405918,1404200,FALSE
YDR476C,1411138,1410244,FALSE
YDR477W,1412072,1414395,FALSE
YDR478W,1414531,1415230,FALSE
YDR479C,1416915,1415119,FALSE
YDR480W,1417318,1418517,FALSE
YDR481C,1420276,1418433,FALSE
YDR482C,1420868,1420324,FALSE
YDR483W,1421124,1422606,FALSE
YDR484W,1422707,1424814,FALSE
YDR485C,1427227,1424556,FALSE
YDR486C,1428122,1427296,FALSE
YDR487C,1429052,1428252,FALSE
YDR488C,1430831,1429014,FALSE
YDR489W,1430996,1431969,FALSE
YDR490C,1434346,1431793,FALSE
YDR492W,1434763,1435959,FALSE
YDR493W,1436122,1436701,FALSE
YDR494W,1436859,1438085,FALSE
YDR495C,1441188,1437915,FALSE
YDR496C,1443424,1441352,FALSE
YDR497C,1445535,1443622,FALSE
YDR498C,1447030,1445763,FALSE
YDR499W,1447784,1450186,FALSE
YDR500C,1450894,1450101,FALSE
YDR501W,1451322,1453091,FALSE
YDR502C,1454505,1453010,FALSE
YDR503C,1455942,1454876,FALSE
YDR505C,1459402,1456394,FALSE
YDR506C,1461565,,FALSE
YDR507C,1465904,1462170,FALSE
YDR508C,1468481,1466232,FALSE
YDR510W,1469308,1469827,FALSE
YDR511W,1470025,1470494,FALSE
YDR512C,1470802,1470390,FALSE
YDR513W,1470988,1471523,FALSE
YDR514C,1473067,1471445,FALSE
YDR515W,1473206,1474840,FALSE
YDR517W,1477138,1478453,FALSE
YDR518W,1478576,1480204,FALSE
YDR519W,1480410,1481033,FALSE
YDR520C,1483494,1480943,FALSE
YDR524C,1489050,1487264,FALSE
YDR524C-B,1489836,1489260,FALSE
YDR525W-A,1490503,1491055,FALSE
YDR527W,1491006,1492484,FALSE
YDR528W,1494272,1495973,FALSE
YDR529C,1496578,1495968,FALSE
YDR530C,1497766,1496631,FALSE
YDR531W,1498134,1499401,FALSE
YDR532C,1500581,1499327,FALSE
YDR533C,1502192,1501373,FALSE
YDR534C,1504914,,FALSE
YDR538W,1510843,1511844,FALSE
YDR539W,1512053,1513656,FALSE
YDR540C,1517743,1516815,FALSE
YDR541C,1520854,1519446,FALSE
YDR545W,1525901,1531774,FALSE
YEL072W,13600,14745,FALSE
YEL071W,16342,17967,FALSE
YEL067C,26538,,FALSE
YEL066W,26702,27283,FALSE
YEL065W,27637,29620,FALSE
YEL064C,31284,29688,FALSE
YEL063C,33685,31414,FALSE
YEL061C,39670,36273,FALSE
YEL060C,42008,39895,FALSE
YEL059C-A,42701,42364,FALSE
YEL058W,43214,44999,FALSE
YEL057C,46034,44942,FALSE
YEL056W,47117,48483,FALSE
YEL055C,51594,48281,FALSE
YEL054C,53245,52483,FALSE
YEL053C,56148,53818,FALSE
YEL052W,56535,58166,FALSE
YEL051W,58331,59254,FALSE
YEL050C,60902,59516,FALSE
YEL049W,63428,,FALSE
YEL048C,65188,,FALSE
YEL047C,66811,65305,FALSE
YEL046C,68894,67506,FALSE
YEL044W,69740,70308,FALSE
YEL043W,70444,73414,FALSE
YEL042W,73687,75473,FALSE
YEL041W,75675,77756,FALSE
YEL040W,78037,79602,FALSE
YEL039C,80125,,FALSE
YEL038W,80415,81196,FALSE
YEL037C,82762,81245,FALSE
YEL036C,84697,82966,FALSE
YEL034W,85615,86367,FALSE
YEL032W,86886,90004,FALSE
YEL031W,90227,94007,FALSE
YEL029C,97861,96590,FALSE
YEL027W,100699,101504,FALSE
YEL026W,101853,102394,FALSE
YEL025C,106164,102297,FALSE
YEL024W,107199,,FALSE
YEL023C,111113,108385,FALSE
YEL022W,111354,115876,FALSE
YEL020W-A,117194,117590,FALSE
YEL019C,121311,120281,FALSE
YEL018W,121467,122400,FALSE
YEL017C-A,122959,122658,FALSE
YEL017W,123647,124761,FALSE
YEL016C,126396,124537,FALSE
YEL015W,126596,128450,FALSE
YEL013W,128588,130735,FALSE
YEL012W,131677,132660,FALSE
YEL009C,140334,138823,FALSE
YEL007W,141639,143924,FALSE
YEL006W,144269,145701,FALSE
YEL005C,146790,145824,FALSE
YEL004W,146918,148311,FALSE
YEL003W,148166,148722,FALSE
YEL002C,150063,148648,FALSE
YEL001C,151004,150205,FALSE
YER001W,153470,155911,FALSE
YER002W,156753,157585,FALSE
YER003C,159161,157671,FALSE
YER004W,159569,160528,FALSE
YER006W,162695,164378,FALSE
YER007W,164503,166237,FALSE
YER007C-A,166924,166047,FALSE
YER008C,171883,167734,FALSE
YER009W,172080,172665,FALSE
YER010C,173366,172567,FALSE
YER011W,175193,176165,FALSE
YER012W,177772,178559,FALSE
YER013W,178806,182356,FALSE
YER014W,182568,184329,FALSE
YER015W,184518,187013,FALSE
YER016W,188242,189428,FALSE
YER017C,191868,189321,FALSE
YER018C,192686,191884,FALSE
YER019W,192883,194318,FALSE
YER019C-A,194591,194217,FALSE
YER020W,195073,196690,FALSE
YER021W,196885,198644,FALSE
YER022W,198775,200973,FALSE
YER023W,201039,202004,FALSE
YER025W,205224,207093,FALSE
YER026C,208504,207514,FALSE
YER027C,210303,208961,FALSE
YER028C,211904,210635,FALSE
YER029C,213242,212506,FALSE
YER030W,213428,214021,FALSE
YER031C,214780,213865,FALSE
YER032W,215006,217882,FALSE
YER034W,221832,222617,FALSE
YER035W,222563,223212,FALSE
YER036C,225231,223260,FALSE
YER037W,225807,,FALSE
YER038C,228231,,FALSE
YER039C,229501,228319,FALSE
YER039C-A,229501,,FALSE
YER040W,229712,232248,FALSE
YER041W,232384,234901,FALSE
YER042W,234916,235653,FALSE
YER043C,237142,235551,FALSE
YER044C,238054,237444,FALSE
YER044C-A,239779,,FALSE
YER045C,241651,239909,FALSE
YER046W,243165,243701,FALSE
YER047C,246690,243676,FALSE
YER048C,248223,246860,FALSE
YER048W-A,250636,251335,FALSE
YER049W,251709,253746,FALSE
YER050C,254445,253858,FALSE
YER051W,254639,256350,FALSE
YER052C,258059,256262,FALSE
YER053C,259856,258577,FALSE
YER053C-A,261323,,FALSE
YER055C,265793,264808,FALSE
YER056C,268199,266390,FALSE
YER056C-A,270210,269342,FALSE
YER057C,271167,270651,FALSE
YER058W,271734,272168,FALSE
YER059W,272461,273956,FALSE
YER060W,274426,276404,FALSE
YER061C,279664,278234,FALSE
YER062C,280746,279741,FALSE
YER063W,281647,282510,FALSE
YER064C,284327,282445,FALSE
YER065C,287180,285122,FALSE
YER066W,289313,290936,FALSE
YER067W,291988,292648,FALSE
YER068W,292957,294922,FALSE
YER069W,295349,298147,FALSE
YER070W,298909,301825,FALSE
YER071C,302319,301901,FALSE
YER072W,302786,303319,FALSE
YER073W,303771,305861,FALSE
YER074W,306267,307294,FALSE
YER074W-A,307649,308192,FALSE
YER075C,311357,308290,FALSE
YER076C,313972,312435,FALSE
YER077C,316579,314451,FALSE
YER078W-A,318559,,FALSE
YER078C,318562,316732,FALSE
YER079W,318839,319801,FALSE
YER080W,319940,321922,FALSE
YER081W,322638,324269,FALSE
YER082C,325972,324180,FALSE
YER083C,327045,326132,FALSE
YER086W,328373,330342,FALSE
YER087W,330497,332370,FALSE
YER087C-B,332866,332370,FALSE
YER088C,335273,333037,FALSE
YER089C,337648,335866,FALSE
YER090W,337852,339572,FALSE
YER091C,342233,339635,FALSE
YER092W,342842,343483,FALSE
YER093C,347707,343258,FALSE
YER093C-A,348409,347779,FALSE
YER094C,349452,348571,FALSE
YER095W,349909,351413,FALSE
YER098W,355280,357879,FALSE
YER099C,359079,358031,FALSE
YER100W,359480,360402,FALSE
YER101C,361824,360374,FALSE
YER102W,363084,363840,FALSE
YER103W,364531,366641,FALSE
YER104W,366757,367699,FALSE
YER105C,372030,367776,FALSE
YER107C,374717,373306,FALSE
YER109C,377801,374935,FALSE
YER110C,382207,378606,FALSE
YER111C,386192,382432,FALSE
YER112W,387187,387884,FALSE
YER113C,390097,387790,FALSE
YER114C,394029,390254,FALSE
YER115C,395112,394175,FALSE
YER116C,396283,,FALSE
YER117W,396745,397712,FALSE
YER118C,399231,397773,FALSE
YER119C,400864,399397,FALSE
YER120W,401105,401967,FALSE
YER121W,402341,,FALSE
YER122C,404429,402846,FALSE
YER123W,404621,406724,FALSE
YER124C,409099,406997,FALSE
YER125W,409681,412978,FALSE
YER126C,414202,413198,FALSE
YER127W,414465,415620,FALSE
YER128W,415793,416706,FALSE
YER129W,416749,420952,FALSE
YER130C,422509,420892,FALSE
YER131W,423532,424427,FALSE
YER132C,430887,425053,FALSE
YER133W,432422,434181,FALSE
YER134C,437845,437012,FALSE
YER136W,439517,441291,FALSE
YER137C,441835,441299,FALSE
YER139C,451341,450353,FALSE
YER140W,451518,453462,FALSE
YER141W,453391,455153,FALSE
YER142C,456093,455054,FALSE
YER143W,456256,457699,FALSE
YER144C,460227,457663,FALSE
YER145C,461756,460353,FALSE
YER146W,462539,462956,FALSE
YER147C,464877,462860,FALSE
YER148W,465109,466209,FALSE
YER149C,467516,466125,FALSE
YER150W,468333,468977,FALSE
YER151C,472493,469612,FALSE
YER152C,474011,472615,FALSE
YER153C,474807,,FALSE
YER154W,475011,476288,FALSE
YER155C,482905,476191,FALSE
YER156C,484352,483206,FALSE
YER157W,484767,487269,FALSE
YER158C,490789,488727,FALSE
YER159C,492116,491399,FALSE
YER161C,500381,499071,FALSE
YER162C,502924,500515,FALSE
YER163C,503785,503036,FALSE
YER164W,505065,509926,FALSE
YER165W,510218,512251,FALSE
YER166W,512460,517544,FALSE
YER167W,518187,520923,FALSE
YER168C,522690,520967,FALSE
YER169W,523091,525957,FALSE
YER170W,525889,526990,FALSE
YER171W,526928,529542,FALSE
YER172C,536063,529401,FALSE
YER173W,536295,538447,FALSE
YER174C,539277,538339,FALSE
YER175C,540377,539237,FALSE
YER175W-A,540509,,FALSE
YER176W,541643,545164,FALSE
YER177W,545567,546579,FALSE
YER178W,546784,548208,FALSE
YER180C-A,551165,,FALSE
YER182W,552485,553352,FALSE
YER183C,553965,553237,FALSE
YER184C,559106,555946,FALSE
YER186C,562799,561494,FALSE
YER187W,565523,566854,FALSE
YER188C-A,570122,,FALSE
YER189W,570759,,FALSE
YER190W,570759,576857,FALSE
YFL061W,9367,,FALSE
YFL060C,10829,10185,FALSE
YFL059W,11293,12401,FALSE
YFL056C,16492,,FALSE
YFL055W,16682,,FALSE
YFL054C,22852,20785,FALSE
YFL050C,36621,32987,FALSE
YFL049W,36799,38821,FALSE
YFL048C,40213,38732,FALSE
YFL047W,40413,42629,FALSE
YFL046W,42797,43601,FALSE
YFL045C,44478,43497,FALSE
YFL044C,45579,44380,FALSE
YFL042C,47777,45659,FALSE
YFL041W-A,47916,48986,FALSE
YFL041W,49131,51181,FALSE
YFL039C,54815,53162,FALSE
YFL038C,56009,55247,FALSE
YFL037W,56264,57933,FALSE
YFL036W,58576,62936,FALSE
YFL034C-B,64037,62925,FALSE
YFL034C-A,64973,64156,FALSE
YFL034W,65305,68813,FALSE
YFL033C,74666,68891,FALSE
YFL031W,75111,76530,FALSE
YFL030W,76714,78114,FALSE
YFL029C,79181,77989,FALSE
YFL028C,80233,79263,FALSE
YFL027C,81870,80343,FALSE
YFL026W,82548,84138,FALSE
YFL025C,87309,84128,FALSE
YFL024C,90626,87577,FALSE
YFL023W,90970,93470,FALSE
YFL022C,95067,93395,FALSE
YFL021W,96101,,FALSE
YFL018C,103200,101565,FALSE
YFL017W-A,103650,103985,FALSE
YFL017C,104488,103901,FALSE
YFL016C,106320,104592,FALSE
YFL014W,107191,107764,FALSE
YFL013C,109957,107677,FALSE
YFL011W,112037,,FALSE
YFL010W-A,114736,,FALSE
YFL010C,115766,114940,FALSE
YFL009W,115947,118563,FALSE
YFL008W,119383,123204,FALSE
YFL007W,123353,129982,FALSE
YFL005W,130159,131193,FALSE
YFL004W,131653,134524,FALSE
YFL003C,135886,134469,FALSE
YFL002C,146953,144978,FALSE
YFL001W,147073,148486,FALSE
YFR001W,149097,149790,FALSE
YFR002W,149994,152623,FALSE
YFR003C,153174,152632,FALSE
YFR004W,153358,154402,FALSE
YFR005C,155875,154303,FALSE
YFR006W,156215,157820,FALSE
YFR007W,159506,160451,FALSE
YFR008W,160525,,FALSE
YFR009W,162410,164807,FALSE
YFR010W,165017,166650,FALSE
YFR011C,167275,166596,FALSE
YFR012W,167970,,FALSE
YFR013W,169867,172419,FALSE
YFR014C,173993,172307,FALSE
YFR016C,180829,176983,FALSE
YFR018C,184271,182957,FALSE
YFR019W,184483,191376,FALSE
YFR021W,194707,196412,FALSE
YFR022W,196553,199118,FALSE
YFR024C-A,203431,201798,FALSE
YFR025C,204762,203644,FALSE
YFR026C,207229,205657,FALSE
YFR027W,207374,208416,FALSE
YFR028C,210114,208346,FALSE
YFR029W,210861,,FALSE
YFR030W,213185,216475,FALSE
YFR031C,220129,216531,FALSE
YFR031C-A,221466,220336,FALSE
YFR032C-A,223813,223150,FALSE
YFR033C,224863,224170,FALSE
YFR034C,225977,,FALSE
YFR036W,226928,227465,FALSE
YFR037C,229179,227382,FALSE
YFR038W,229381,232016,FALSE
YFR039C,233660,231936,FALSE
YFR040W,233961,237334,FALSE
YFR041C,238277,237224,FALSE
YFR042W,238397,239139,FALSE
YFR043C,239841,239046,FALSE
YFR044C,241442,239931,FALSE
YFR045W,241969,243062,FALSE
YFR047C,245189,244189,FALSE
YFR048W,246067,248172,FALSE
YFR049W,248348,248996,FALSE
YFR050C,249906,248915,FALSE
YFR051C,251862,250077,FALSE
YFR052W,252452,253356,FALSE
YFR053C,255132,253453,FALSE
YFR055W,264144,,FALSE
YGL263W,2784,4079,FALSE
YGL258W,10437,11986,FALSE
YGL257C,14432,12384,FALSE
YGL256W,14466,16484,FALSE
YGL255W,20933,22207,FALSE
YGL254W,22295,,FALSE
YGL253W,23888,25587,FALSE
YGL252C,27522,25627,FALSE
YGL251C,30187,27559,FALSE
YGL250W,31869,32828,FALSE
YGL248W,35524,36831,FALSE
YGL247W,36921,37623,FALSE
YGL246C,38820,37497,FALSE
YGL245W,39008,41209,FALSE
YGL244W,41442,43266,FALSE
YGL242C,45252,44527,FALSE
YGL241W,45439,48561,FALSE
YGL240W,48594,,FALSE
YGL238W,49549,52478,FALSE
YGL237C,53291,52537,FALSE
YGL236C,56108,53764,FALSE
YGL234W,56464,58982,FALSE
YGL233W,59093,61919,FALSE
YGL232W,62045,63074,FALSE
YGL231C,63640,62979,FALSE
YGL230C,64285,63563,FALSE
YGL229C,67188,64364,FALSE
YGL228W,67544,69488,FALSE
YGL227W,69629,72757,FALSE
YGL226C-A,73197,72602,FALSE
YGL226W,73334,73770,FALSE
YGL225W,76852,78031,FALSE
YGL224C,78955,77923,FALSE
YGL223C,80377,78939,FALSE
YGL222C,81263,80508,FALSE
YGL221C,82310,81348,FALSE
